File Name,TItle,Description,Category,Level,Source Organization,Dates,Source URL,Attachment
2013-14_National_Rates_Grade8_Retention,Number and percentage of students in grade 8 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,"2013-2014_National_Rates_Grade8_Retention_Female.csv (https://dl.airtable.com/.attachments/e5944f12ca509b8f4049a4b5df30c22c/575d2dd9/2013-2014_National_Rates_Grade8_Retention_Female.csv),2013-2014_National_Rates_Grade8_Retention_Male.csv (https://dl.airtable.com/.attachments/f5924e228c4ef40fdba7776c8fa22a7f/aebc2262/2013-2014_National_Rates_Grade8_Retention_Male.csv),2013-2014_National_Rates_Grade8_Retention_Combined.csv (https://dl.airtable.com/.attachments/c7662dc4c6c9d235812c1ab23b596aac/b082144d/2013-2014_National_Rates_Grade8_Retention_Combined.csv)"
2013-14_National_Rates_Grade9_Retention,Number and percentage of students retained in grade 9 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,"2013-2014_National_Rates_Grade9_Retention_Female.csv (https://dl.airtable.com/.attachments/4c7c4449a0ae4fcb2a1637426ab5d1b9/75cb5275/2013-2014_National_Rates_Grade9_Retention_Female.csv),2013-2014_National_Rates_Grade9_Retention_Male.csv (https://dl.airtable.com/.attachments/b7d9034d366f7e2fbb49a557e81f216b/04e30201/2013-2014_National_Rates_Grade9_Retention_Male.csv),2013-2014_National_Rates_Grade9_Retention_Combined.csv (https://dl.airtable.com/.attachments/15b7a67a9aa255d974d16867415d75fc/de8490f8/2013-2014_National_Rates_Grade9_Retention_Combined.csv)"
2013-14_National_Rates_Grade10_Retention,Number and percentage of students retained in grade 10 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,"2013-2014_National_Rates_Grade10_Retention_Male.csv (https://dl.airtable.com/.attachments/43655edae36fd370e5b74a9304242cbb/605c354f/2013-2014_National_Rates_Grade10_Retention_Male.csv),2013-2014_National_Rates_Grade10_Retention_Combined.csv (https://dl.airtable.com/.attachments/cfd44e315fe852e011c126729b016dd8/d24de6fe/2013-2014_National_Rates_Grade10_Retention_Combined.csv),2013-2014_National_Rates_Grade10_Retention_Female.csv (https://dl.airtable.com/.attachments/c84c2e8271ebc24157f281b411c9b8c7/3d3a197d/2013-2014_National_Rates_Grade10_Retention_Female.csv)"
2013-14_National_Rates_Grade11_Retention,Number and percentage of students retained in grade 11 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,"2013-2014_National_Rates_Grade11_Retention_Female.csv (https://dl.airtable.com/.attachments/99081be14fc5f4930b4c61ba9bc5993f/cb2c0f27/2013-2014_National_Rates_Grade11_Retention_Female.csv),2013-2014_National_Rates_Grade11_Retention_Male.csv (https://dl.airtable.com/.attachments/2224396a57b4c970cac9bcdc1efd3aa3/4fc231e1/2013-2014_National_Rates_Grade11_Retention_Male.csv),2013-2014_National_Rates_Grade11_Retention_Combined.csv (https://dl.airtable.com/.attachments/a337af4f89e3fa9457142ae29afcfded/e9904e55/2013-2014_National_Rates_Grade11_Retention_Combined.csv)"
2013-14_National_Rates_Grade12_Retention,Number and percentage of students retained in grade 12 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,"2013-2014_National_Rates_Grade12_Retention_Combined.csv (https://dl.airtable.com/.attachments/eab25ede872e5923bc10b75cbb476496/0208fc27/2013-2014_National_Rates_Grade12_Retention_Combined.csv),2013-2014_National_Rates_Grade12_Retention_Female.csv (https://dl.airtable.com/.attachments/791f639d1d8177129679e3438ed8aff0/f4ef7977/2013-2014_National_Rates_Grade12_Retention_Female.csv),2013-2014_National_Rates_Grade12_Retention_Male.csv (https://dl.airtable.com/.attachments/99c260a1bed365353c81df2630102578/34b2b3eb/2013-2014_National_Rates_Grade12_Retention_Male.csv)"
2013-14_National_Rates_Mechanical_Restraint,Number and percentae of students with(out) disabilities subjected to mechanical restraint for public schools,"Students with(out) disabilities subjected to mechanical restraint by race and English proficiency, by state in the school year 2013-2014",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2011-2012_National_Rates_Mechanical_Restraint_IDEA_Total.csv (https://dl.airtable.com/.attachments/b35f1cc8b9815d40c0886e2075406f7b/0c655c7c/2011-2012_National_Rates_Mechanical_Restraint_IDEA_Total.csv)
2013-14_National_Rates_Physical_Restraint,Number and percentage of students with(out) disabilities subjected to physical restraint for public schools,"Students with(out) disabilities subjected to physical restraint by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2011-2012_National_Rates_Physical_Restraint_Combined.csv (https://dl.airtable.com/.attachments/c1a36a99215f66885bb878a7baca462a/ab63aef3/2011-2012_National_Rates_Physical_Restraint_Combined.csv)
2013-14_National_Rates_Policing,National Policing Measures in the 2013-14 school year,"Percentage of schools with police, number and percentage of arrests, number and percentage of referrals",Discipline,National ,Education Week,2013-14,https://www.edweek.org/ew/projects/2017/policing-americas-schools/student-arrests.html#/overview,
2013-14_National_Rates_Seclusion,Number and percentage of students with(out) disabilities subjected to seclusion for public schools,"Students with(out) disabilities subjected to seclusion by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Seclusion_IDEA_Total.csv (https://dl.airtable.com/.attachments/169ef084158847c2d6721a9fa7c1945c/1ae26b30/2013-2014_National_Rates_Seclusion_IDEA_Total.csv)
2013-14_National_Rates_SpecialEducation_Discipline,Discipline measures by disability and race for the 2013-14 school year for every state,Discipline by race and disability,Special Education,National ,U.S. Department of Education,2013-14,https://www2.ed.gov/programs/osepidea/618-data/state-level-data-files/part-b-data/discipline/bdiscipline2013-14.csv,2013-14_National_Rates_SpecialEducation_Discipline.csv (https://dl.airtable.com/.attachments/6879a3791dadce928c53528840715231/7736b621/2013-14_National_Rates_SpecialEducation_Discipline.csv)
2013-2014_National_Rates_Chronic_Absenteeism_Combined,Number and percent of students absent 15 days or more in the school year 2013-14 for public schools,"Students absent 15 days or more by race, disability status, and ELL status, by state",Absenteeism,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Chronic_Absenteeism_Combined.csv (https://dl.airtable.com/.attachments/64637b6698c65b3958eaf46459efeb24/f56729fc/2013-2014_National_Rates_Chronic_Absenteeism_Combined.csv)
2013-2014_National_Rates_Chronic_Absenteeism_Female,Number and percent of students absent 15 days or more in the school year 2013-14 for public schools,"Students absent 15 days or more by race, disability status, and ELL status, by state",Absenteeism,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Chronic_Absenteeism_Female.csv (https://dl.airtable.com/.attachments/5cfe1555e24122f3f5a6a8f2b149f59f/0dcf43ec/2013-2014_National_Rates_Chronic_Absenteeism_Female.csv)
2013-2014_National_Rates_Chronic_Absenteeism_Male,Number and percent of students absent 15 days or more in the school year 2013-14 for public schools,"Students absent 15 days or more by race, disability status, and ELL status, by state",Absenteeism,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Chronic_Absenteeism_Male.csv (https://dl.airtable.com/.attachments/d1bd852bf35e4b6bcc08224cbdb9beb9/8d12cb32/2013-2014_National_Rates_Chronic_Absenteeism_Male.csv)
2013-2014_National_Rates_Gifted_Program_Enrollment,Number and percentage of students with(out) disabilities enrolled in gifted/talented programs ,"Students with(out) disabilities enrolled in gifted/talented by race, disability status, and English proficiency, by state in 2011-12",Education ,National ,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2013-2014_National_Rates_Grade7_Retention_Combined,Number and percentage of students in grade 7 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade7_Retention_Combined.csv (https://dl.airtable.com/.attachments/4004286cefbbec4836ba67fb154ce4a5/0b3d4540/2013-2014_National_Rates_Grade7_Retention_Combined.csv)
2013-2014_National_Rates_Grade7_Retention_Female,Number and percentage of students in grade 7 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade7_Retention_Female.csv (https://dl.airtable.com/.attachments/4d1f6886b6eefe550fb54300ef47ba10/43604663/2013-2014_National_Rates_Grade7_Retention_Female.csv)
2013-2014_National_Rates_Grade7_Retention_Male,Number and percentage of students in grade 7 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade7_Retention_Male.csv (https://dl.airtable.com/.attachments/b150ae9647eb8ecaf574fd35a6679f75/362695b3/2013-2014_National_Rates_Grade7_Retention_Male.csv)
2013-2014_National_Rates_Grade8_Retention_Combined,Number and percentage of students in grade 8 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade8_Retention_Combined.csv (https://dl.airtable.com/.attachments/8133b8ecd7ce67318a000297e0a5f69b/f0a6febb/2013-2014_National_Rates_Grade8_Retention_Combined.csv)
2013-2014_National_Rates_Grade8_Retention_Female,Number and percentage of students in grade 8 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade8_Retention_Female.csv (https://dl.airtable.com/.attachments/da1f6b7fd50e4ade3cadc5816fdd8eee/bcffdf24/2013-2014_National_Rates_Grade8_Retention_Female.csv)
2013-2014_National_Rates_Grade8_Retention_Male,Number and percentage of students in grade 8 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade8_Retention_Male.csv (https://dl.airtable.com/.attachments/b634c0007c9f99c845c8747111b36077/b036f340/2013-2014_National_Rates_Grade8_Retention_Male.csv)
2013-2014_National_Rates_Grade9_Retention_Combined,Number and percentage of students retained in grade 9 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade9_Retention_Combined.csv (https://dl.airtable.com/.attachments/a0a31b62a97337538f3079862edf9065/a5edeb58/2013-2014_National_Rates_Grade9_Retention_Combined.csv)
2013-2014_National_Rates_Grade9_Retention_Female,Number and percentage of students retained in grade 9 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade9_Retention_Female.csv (https://dl.airtable.com/.attachments/e8d1ea304dca511c37b7b699e010b71f/2e93b2db/2013-2014_National_Rates_Grade9_Retention_Female.csv)
2013-2014_National_Rates_Grade9_Retention_Male,Number and percentage of students retained in grade 9 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade9_Retention_Male.csv (https://dl.airtable.com/.attachments/f7c2c2692d450792e84c21bf1d25c6f5/d3b26dbf/2013-2014_National_Rates_Grade9_Retention_Male.csv)
2013-2014_National_Rates_Grade10_Retention_Combined,Number and percentage of students retained in grade 10 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade10_Retention_Combined.csv (https://dl.airtable.com/.attachments/496c3cf1359e7e918956c523d19941a9/15d4db1e/2013-2014_National_Rates_Grade10_Retention_Combined.csv)
2013-2014_National_Rates_Grade10_Retention_Female,Number and percentage of students retained in grade 10 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade10_Retention_Female.csv (https://dl.airtable.com/.attachments/8e96b2cb3b19ce2089510002fff9344c/09858d57/2013-2014_National_Rates_Grade10_Retention_Female.csv)
2013-2014_National_Rates_Grade10_Retention_Male,Number and percentage of students retained in grade 10 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade10_Retention_Male.csv (https://dl.airtable.com/.attachments/484473ba288d17a53153068f770b94fe/8bfe52d1/2013-2014_National_Rates_Grade10_Retention_Male.csv)
2013-2014_National_Rates_Grade11_Retention_Combined,Number and percentage of students retained in grade 11 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade11_Retention_Combined.csv (https://dl.airtable.com/.attachments/8a52f840e2ef6d1eec321a22b36a2209/4f9a8957/2013-2014_National_Rates_Grade11_Retention_Combined.csv)
2013-2014_National_Rates_Grade11_Retention_Female,Number and percentage of students retained in grade 11 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade11_Retention_Female.csv (https://dl.airtable.com/.attachments/fc3acb0ec625e2a267d8532c57c41d24/0b13a4b4/2013-2014_National_Rates_Grade11_Retention_Female.csv)
2013-2014_National_Rates_Grade11_Retention_Male,Number and percentage of students retained in grade 11 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade11_Retention_Male.csv (https://dl.airtable.com/.attachments/f4e35f79da8188fb6b1ffdf5a840347d/3840f087/2013-2014_National_Rates_Grade11_Retention_Male.csv)
2013-2014_National_Rates_Grade12_Retention_Combined,Number and percentage of students retained in grade 12 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade12_Retention_Combined.csv (https://dl.airtable.com/.attachments/0cb92753f30e8f50d4de2a6b1d2ef7fa/71878f87/2013-2014_National_Rates_Grade12_Retention_Combined.csv)
2013-2014_National_Rates_Grade12_Retention_Female,Number and percentage of students retained in grade 12 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade12_Retention_Female.csv (https://dl.airtable.com/.attachments/58781ddb3dff9bc305c444c8949b7e30/51da3022/2013-2014_National_Rates_Grade12_Retention_Female.csv)
2013-2014_National_Rates_Grade12_Retention_Male,Number and percentage of students retained in grade 12 in the school year 2013-14 for public schools,"Students retained by race, disability status, and English proficiency, by state",Retention,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Grade12_Retention_Male.csv (https://dl.airtable.com/.attachments/cdc5dacc9d3c043b5fc24c3fe32dca78/56d5ba4d/2013-2014_National_Rates_Grade12_Retention_Male.csv)
2013-2014_National_Rates_Mechanical_Restraint_Combined,Number and percentae of students with(out) disabilities subjected to mechanical restraint for public schools,"Students with(out) disabilities subjected to mechanical restraint by race and English proficiency, by state in the school year 2013-2014",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Mechanical_Restraint_Combined.csv (https://dl.airtable.com/.attachments/95cd8edbe2e02309638280794167032d/fae5d0e5/2013-2014_National_Rates_Mechanical_Restraint_Combined.csv)
2013-2014_National_Rates_Mechanical_Restraint_Female,Number and percentae of students with(out) disabilities subjected to mechanical restraint for public schools,"Students with(out) disabilities subjected to mechanical restraint by race and English proficiency, by state in the school year 2013-2014",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Mechanical_Restraint_Female.csv (https://dl.airtable.com/.attachments/d5a61b003dd9837e2bf6a30a2dde5eea/1f02c155/2013-2014_National_Rates_Mechanical_Restraint_Female.csv)
2013-2014_National_Rates_Mechanical_Restraint_IDEA_Female,Number and percentae of students with(out) disabilities subjected to mechanical restraint for public schools,"Students with(out) disabilities subjected to mechanical restraint by race and English proficiency, by state in the school year 2013-2014",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Mechanical_Restraint_IDEA_Female.csv (https://dl.airtable.com/.attachments/2d5e84a2e09306c8a00ee35c70f3e67f/e1bd97c5/2013-2014_National_Rates_Mechanical_Restraint_IDEA_Female.csv)
2013-2014_National_Rates_Mechanical_Restraint_IDEA_Male,Number and percentae of students with(out) disabilities subjected to mechanical restraint for public schools,"Students with(out) disabilities subjected to mechanical restraint by race and English proficiency, by state in the school year 2013-2014",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Mechanical_Restraint_IDEA_Male.csv (https://dl.airtable.com/.attachments/d927dab3ba2764ca74c875527ab1beba/196471df/2013-2014_National_Rates_Mechanical_Restraint_IDEA_Male.csv)
2013-2014_National_Rates_Mechanical_Restraint_IDEA_Total,Number and percentae of students with(out) disabilities subjected to mechanical restraint for public schools,"Students with(out) disabilities subjected to mechanical restraint by race and English proficiency, by state in the school year 2013-2014",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Mechanical_Restraint_IDEA_Total.csv (https://dl.airtable.com/.attachments/e279b8225f12a44946fe31e963e61c7e/1eece77a/2013-2014_National_Rates_Mechanical_Restraint_IDEA_Total.csv)
2013-2014_National_Rates_Mechanical_Restraint_Male,Number and percentae of students with(out) disabilities subjected to mechanical restraint for public schools,"Students with(out) disabilities subjected to mechanical restraint by race and English proficiency, by state in the school year 2013-2014",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Mechanical_Restraint_Male.csv (https://dl.airtable.com/.attachments/eade7c75070bd3d8c35d3dbab605be7c/5d7b1aa8/2013-2014_National_Rates_Mechanical_Restraint_Male.csv)
2013-2014_National_Rates_Mechanical_Restraint_Non_IDEA_Female,Number and percentae of students with(out) disabilities subjected to mechanical restraint for public schools,"Students with(out) disabilities subjected to mechanical restraint by race and English proficiency, by state in the school year 2013-2014",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Mechanical_Restraint_Non_IDEA_Female.csv (https://dl.airtable.com/.attachments/30997322100584edff1ee4fbcca66d27/028ffb6d/2013-2014_National_Rates_Mechanical_Restraint_Non_IDEA_Female.csv)
2013-2014_National_Rates_Mechanical_Restraint_Non_IDEA_Male,Number and percentae of students with(out) disabilities subjected to mechanical restraint for public schools,"Students with(out) disabilities subjected to mechanical restraint by race and English proficiency, by state in the school year 2013-2014",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Mechanical_Restraint_Non_IDEA_Male.csv (https://dl.airtable.com/.attachments/b1cc81cbd75d281f1c02ebf3ee9e8393/681ac9cc/2013-2014_National_Rates_Mechanical_Restraint_Non_IDEA_Male.csv)
2013-2014_National_Rates_Mechanical_Restraint_Non_IDEA_Total,Number and percentae of students with(out) disabilities subjected to mechanical restraint for public schools,"Students with(out) disabilities subjected to mechanical restraint by race and English proficiency, by state in the school year 2013-2014",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Mechanical_Restraint_Non_IDEA_Total.csv (https://dl.airtable.com/.attachments/60909f05c9168c98f7fe47734df615c1/30a183ce/2013-2014_National_Rates_Mechanical_Restraint_Non_IDEA_Total.csv)
2013-2014_National_Rates_Physical_Restraint_Combined,Number and percentage of students with(out) disabilities subjected to physical restraint for public schools,"Students with(out) disabilities subjected to physical restraint by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Physical_Restraint_Combined.csv (https://dl.airtable.com/.attachments/c18d7f1f57298853b19d0418f189b3e9/0fde0481/2013-2014_National_Rates_Physical_Restraint_Combined.csv)
2013-2014_National_Rates_Physical_Restraint_Female,Number and percentage of students with(out) disabilities subjected to physical restraint for public schools,"Students with(out) disabilities subjected to physical restraint by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Physical_Restraint_Female.csv (https://dl.airtable.com/.attachments/f24ad533f75e1d1b2e178c234d90bf70/43f54420/2013-2014_National_Rates_Physical_Restraint_Female.csv)
2013-2014_National_Rates_Physical_Restraint_IDEA_Female,Number and percentage of students with(out) disabilities subjected to physical restraint for public schools,"Students with(out) disabilities subjected to physical restraint by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Physical_Restraint_IDEA_Female.csv (https://dl.airtable.com/.attachments/ca558085689fcb2ebd1f6d42e4e2f4ac/398fd4df/2013-2014_National_Rates_Physical_Restraint_IDEA_Female.csv)
2013-2014_National_Rates_Physical_Restraint_IDEA_Male,Number and percentage of students with(out) disabilities subjected to physical restraint for public schools,"Students with(out) disabilities subjected to physical restraint by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Physical_Restraint_IDEA_Male.csv (https://dl.airtable.com/.attachments/a941eefd7c4870cbd375c719a12d8e08/e8203238/2013-2014_National_Rates_Physical_Restraint_IDEA_Male.csv)
2013-2014_National_Rates_Physical_Restraint_IDEA_Total,Number and percentage of students with(out) disabilities subjected to physical restraint for public schools,"Students with(out) disabilities subjected to physical restraint by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Physical_Restraint_IDEA_Total.csv (https://dl.airtable.com/.attachments/3a4f24c7e974f9b13a25e70a2f37b4dc/0acd6247/2013-2014_National_Rates_Physical_Restraint_IDEA_Total.csv)
2013-2014_National_Rates_Physical_Restraint_Male,Number and percentage of students with(out) disabilities subjected to physical restraint for public schools,"Students with(out) disabilities subjected to physical restraint by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Physical_Restraint_Male.csv (https://dl.airtable.com/.attachments/f22c06ca51d6725e1e7d918c3753c3ad/4a284ad7/2013-2014_National_Rates_Physical_Restraint_Male.csv)
2013-2014_National_Rates_Physical_Restraint_Non_IDEA_Female,Number and percentage of students with(out) disabilities subjected to physical restraint for public schools,"Students with(out) disabilities subjected to physical restraint by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Physical_Restraint_Non_IDEA_Female.csv (https://dl.airtable.com/.attachments/230692e05ce802bae0ff4e21e3c8f10c/9ab7bfa9/2013-2014_National_Rates_Physical_Restraint_Non_IDEA_Female.csv)
2013-2014_National_Rates_Physical_Restraint_Non_IDEA_Male,Number and percentage of students with(out) disabilities subjected to physical restraint for public schools,"Students with(out) disabilities subjected to physical restraint by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Physical_Restraint_Non_IDEA_Male.csv (https://dl.airtable.com/.attachments/202656bbebc43537084743bf6838f387/06c56e57/2013-2014_National_Rates_Physical_Restraint_Non_IDEA_Male.csv)
2013-2014_National_Rates_Physical_Restraint_Non_IDEA_Total,Number and percentage of students with(out) disabilities subjected to physical restraint for public schools,"Students with(out) disabilities subjected to physical restraint by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Physical_Restraint_Non_IDEA_Total.csv (https://dl.airtable.com/.attachments/59cc414a4ab671e1d37c38889aa45e9c/0b8ce4f7/2013-2014_National_Rates_Physical_Restraint_Non_IDEA_Total.csv)
2013-2014_National_Rates_Seclusion_Combined,Number and percentage of students with(out) disabilities subjected to seclusion for public schools,"Students with(out) disabilities subjected to seclusion by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Seclusion_Combined.csv (https://dl.airtable.com/.attachments/8b3a8cbb1769de419874a37ebdff3ab2/f2b8d3d9/2013-2014_National_Rates_Seclusion_Combined.csv)
2013-2014_National_Rates_Seclusion_Female,Number and percentage of students with(out) disabilities subjected to seclusion for public schools,"Students with(out) disabilities subjected to seclusion by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Seclusion_Female.csv (https://dl.airtable.com/.attachments/4dcc562d00f61f4303b8fe71a0dc88bf/b12e0824/2013-2014_National_Rates_Seclusion_Female.csv)
