Year,State,Personnel Type,EmployedN/VCertified,EmployedN/Vnot Certified,Total Employed,Nation_ID,State_ID,Region_ID,Division_ID
2005,Utah                     ,Physical therapists                          ,26,5,32,,49,4,8
2005,Utah                     ,Counselors                                   ,28,0,28,,49,4,8
2005,Utah                     ,Speech pathologists                          ,414,46,460,,49,4,8
2005,Utah                     ,Supervisors/administrators                   ,151,1,152,,49,4,8
2005,Utah                     ,Supervisors/administrators (SEA)             ,7,0,7,,49,4,8
2005,Utah                     ,Interpreters                                 ,76,18,94,,49,4,8
2005,Utah                     ,Rehabilitation counselors                    ,0,0,0,,49,4,8
2005,Utah                     ,Other professional staff                     ,454,4,458,,49,4,8
2005,Utah                     ,Non-professional staff                       ,21,6,27,,49,4,8
2005,Utah                     ,Total                                        ,"1,586.00","3,380.00","4,967.00",,49,4,8
2005,Vermont                  ,Special ed teachers for 3-5                  ,102,9,111,,50,1,1
2005,Vermont                  ,Special ed teachers for 6-21                 ,984,47,"1,031.00",,50,1,1
2005,Vermont                  ,Vocational education teachers                ,6,0,6,,50,1,1
2005,Vermont                  ,Physical education teachers                  ,7,0,7,,50,1,1
2005,Vermont                  ,Work-study coordinators                      ,8,0,8,,50,1,1
2005,Vermont                  ,Psychologists                                ,50,1,51,,50,1,1
2005,Vermont                  ,School social workers                        ,46,1,47,,50,1,1
2005,Vermont                  ,Occupational therapists                      ,39,2,41,,50,1,1
2005,Vermont                  ,Audiologists                                 ,3,0,3,,50,1,1
2005,Vermont                  ,Teacher aides                                ,"3,279.00",0,"3,279.00",,50,1,1
2005,Vermont                  ,Recreation specialists                       ,0,0,0,,50,1,1
2005,Vermont                  ,Diagnostic & evaluation staff                ,27,0,27,,50,1,1
2005,Vermont                  ,Physical therapists                          ,15,0,15,,50,1,1
2005,Vermont                  ,Counselors                                   ,33,1,34,,50,1,1
2005,Vermont                  ,Speech pathologists                          ,228,11,238,,50,1,1
2005,Vermont                  ,Supervisors/administrators                   ,85,6,91,,50,1,1
2005,Vermont                  ,Supervisors/administrators (SEA)             ,0,0,0,,50,1,1
2005,Vermont                  ,Interpreters                                 ,12,4,16,,50,1,1
2005,Vermont                  ,Rehabilitation counselors                    ,0,0,0,,50,1,1
2005,Vermont                  ,Other professional staff                     ,49,4,53,,50,1,1
2005,Vermont                  ,Non-professional staff                       ,47,3,50,,50,1,1
2005,Vermont                  ,Total                                        ,"3,935.00",32,"3,967.00",,50,1,1
2005,Virgin Islands           ,Special ed teachers for 3-5                  ,80,72,152,,78,,
2005,Virgin Islands           ,Special ed teachers for 6-21                 ,80,72,152,,78,,
2005,Virgin Islands           ,Vocational education teachers                ,5,1,6,,78,,
2005,Virgin Islands           ,Physical education teachers                  ,2,1,3,,78,,
2005,Virgin Islands           ,Work-study coordinators                      ,0,0,0,,78,,
2005,Virgin Islands           ,Psychologists                                ,9,1,10,,78,,
2005,Virgin Islands           ,School social workers                        ,0,10,10,,78,,
2005,Virgin Islands           ,Occupational therapists                      ,          N/V,          N/V,          N/V,,78,,
2005,Virgin Islands           ,Audiologists                                 ,0,0,0,,78,,
2005,Virgin Islands           ,Teacher aides                                ,48,76,124,,78,,
2005,Virgin Islands           ,Recreation specialists                       ,0,0,0,,78,,
2005,Virgin Islands           ,Diagnostic & evaluation staff                ,0,2,2,,78,,
2005,Virgin Islands           ,Physical therapists                          ,2,0,2,,78,,
2005,Virgin Islands           ,Counselors                                   ,0,0,0,,78,,
2005,Virgin Islands           ,Speech pathologists                          ,10,4,14,,78,,
2005,Virgin Islands           ,Supervisors/administrators                   ,9,4,13,,78,,
2005,Virgin Islands           ,Supervisors/administrators (SEA)             ,4,0,4,,78,,
2005,Virgin Islands           ,Interpreters                                 ,1,1,2,,78,,
2005,Virgin Islands           ,Rehabilitation counselors                    ,0,0,0,,78,,
2005,Virgin Islands           ,Other professional staff                     ,3,11,14,,78,,
2005,Virgin Islands           ,Non-professional staff                       ,6,9,15,,78,,
2005,Virgin Islands           ,Total                                        ,99,120,219,,78,,
2005,Virginia                 ,Special ed teachers for 3-5                  ,"1,329.00",53,"1,382.00",,51,3,5
2005,Virginia                 ,Special ed teachers for 6-21                 ,"13,267.00",661,"13,928.00",,51,3,5
2005,Virginia                 ,Vocational education teachers                ,365,7,372,,51,3,5
2005,Virginia                 ,Physical education teachers                  ,281,5,286,,51,3,5
2005,Virginia                 ,Work-study coordinators                      ,51,2,53,,51,3,5
2005,Virginia                 ,Psychologists                                ,656,7,663,,51,3,5
2005,Virginia                 ,School social workers                        ,477,9,486,,51,3,5
2005,Virginia                 ,Occupational therapists                      ,191,121,312,,51,3,5
2005,Virginia                 ,Audiologists                                 ,26,18,44,,51,3,5
2005,Virginia                 ,Teacher aides                                ,"1,611.00","8,682.00","10,293.00",,51,3,5
2005,Virginia                 ,Recreation specialists                       ,3,0,3,,51,3,5
2005,Virginia                 ,Diagnostic & evaluation staff                ,146,61,207,,51,3,5
2005,Virginia                 ,Physical therapists                          ,79,56,135,,51,3,5
2005,Virginia                 ,Counselors                                   ,372,65,437,,51,3,5
2005,Virginia                 ,Speech pathologists                          ,0,0,0,,51,3,5
2005,Virginia                 ,Supervisors/administrators                   ,582,19,601,,51,3,5
2005,Virginia                 ,Supervisors/administrators (SEA)             ,0,0,0,,51,3,5
2005,Virginia                 ,Interpreters                                 ,135,168,303,,51,3,5
2005,Virginia                 ,Rehabilitation counselors                    ,2,0,2,,51,3,5
2005,Virginia                 ,Other professional staff                     ,"3,247.00",90,"3,337.00",,51,3,5
2005,Virginia                 ,Non-professional staff                       ,62,642,704,,51,3,5
2005,Virginia                 ,Total                                        ,"8,286.00","9,952.00","18,238.00",,51,3,5
2005,Washington               ,Special ed teachers for 3-5                  ,548,12,561,,53,4,9
2005,Washington               ,Special ed teachers for 6-21                 ,"5,096.00",164,"5,260.00",,53,4,9
2005,Washington               ,Vocational education teachers                ,143,7,150,,53,4,9
2005,Washington               ,Physical education teachers                  ,44,1,45,,53,4,9
2005,Washington               ,Work-study coordinators                      ,46,2,48,,53,4,9
2005,Washington               ,Psychologists                                ,"1,008.00",10,"1,018.00",,53,4,9
2005,Washington               ,School social workers                        ,86,0,86,,53,4,9
2005,Washington               ,Occupational therapists                      ,422,3,425,,53,4,9
2005,Washington               ,Audiologists                                 ,28,0,28,,53,4,9
2005,Washington               ,Teacher aides                                ,"6,672.00",0,"6,672.00",,53,4,9
2005,Washington               ,Recreation specialists                       ,0,0,0,,53,4,9
2005,Washington               ,Diagnostic & evaluation staff                ,0,0,0,,53,4,9
2005,Washington               ,Physical therapists                          ,172,0,172,,53,4,9
2005,Washington               ,Counselors                                   ,245,4,248,,53,4,9
2005,Washington               ,Speech pathologists                          ,"1,072.00",17,"1,089.00",,53,4,9
2005,Washington               ,Supervisors/administrators                   ,651,5,656,,53,4,9
2005,Washington               ,Supervisors/administrators (SEA)             ,17,0,17,,53,4,9
2005,Washington               ,Interpreters                                 ,210,0,210,,53,4,9
2005,Washington               ,Rehabilitation counselors                    ,          N/V,          N/V,0,,53,4,9
2005,Washington               ,Other professional staff                     ,255,5,260,,53,4,9
2005,Washington               ,Non-professional staff                       ,128,2,130,,53,4,9
2005,Washington               ,Total                                        ,"11,199.00",55,"11,254.00",,53,4,9
2005,West Virginia            ,Special ed teachers for 3-5                  ,212,32,244,,54,3,5
2005,West Virginia            ,Special ed teachers for 6-21                 ,"2,421.00",436,"2,856.00",,54,3,5
2005,West Virginia            ,Vocational education teachers                ,31,5,36,,54,3,5
2005,West Virginia            ,Physical education teachers                  ,14,0,14,,54,3,5
2005,West Virginia            ,Work-study coordinators                      ,14,0,14,,54,3,5
2005,West Virginia            ,Psychologists                                ,126,4,131,,54,3,5
2005,West Virginia            ,School social workers                        ,3,0,3,,54,3,5
2005,West Virginia            ,Occupational therapists                      ,61,0,61,,54,3,5
2005,West Virginia            ,Audiologists                                 ,9,0,9,,54,3,5
2005,West Virginia            ,Teacher aides                                ,"1,635.00",4,"1,639.00",,54,3,5
2005,West Virginia            ,Recreation specialists                       ,0,0,0,,54,3,5
2005,West Virginia            ,Diagnostic & evaluation staff                ,105,0,105,,54,3,5
2005,West Virginia            ,Physical therapists                          ,42,0,42,,54,3,5
2005,West Virginia            ,Counselors                                   ,12,0,12,,54,3,5
2005,West Virginia            ,Speech pathologists                          ,494,21,514,,54,3,5
2005,West Virginia            ,Supervisors/administrators                   ,77,3,80,,54,3,5
2005,West Virginia            ,Supervisors/administrators (SEA)             ,3,0,3,,54,3,5
2005,West Virginia            ,Interpreters                                 ,84,4,88,,54,3,5
2005,West Virginia            ,Rehabilitation counselors                    ,0,0,0,,54,3,5
2005,West Virginia            ,Other professional staff                     ,140,0,140,,54,3,5
2005,West Virginia            ,Non-professional staff                       ,671,2,673,,54,3,5
2005,West Virginia            ,Total                                        ,"3,519.00",43,"3,562.00",,54,3,5
2005,Wisconsin                ,Special ed teachers for 3-5                  ,694,5,699,,55,2,3
2005,Wisconsin                ,Special ed teachers for 6-21                 ,"7,660.00",95,"7,755.00",,55,2,3
2005,Wisconsin                ,Vocational education teachers                ,22,0,22,,55,2,3
2005,Wisconsin                ,Physical education teachers                  ,129,1,130,,55,2,3
2005,Wisconsin                ,Work-study coordinators                      ,          N/V,          N/V,          N/V,,55,2,3
2005,Wisconsin                ,Psychologists                                ,661,2,663,,55,2,3
2005,Wisconsin                ,School social workers                        ,306,2,309,,55,2,3
2005,Wisconsin                ,Occupational therapists                      ,437,0,437,,55,2,3
2005,Wisconsin                ,Audiologists                                 ,17,0,17,,55,2,3
2005,Wisconsin                ,Teacher aides                                ,"5,813.00",71,"5,884.00",,55,2,3
2005,Wisconsin                ,Recreation specialists                       ,          N/V,          N/V,          N/V,,55,2,3
2005,Wisconsin                ,Diagnostic & evaluation staff                ,324,3,327,,55,2,3
2005,Wisconsin                ,Physical therapists                          ,214,1,215,,55,2,3
2005,Wisconsin                ,Counselors                                   ,176,1,177,,55,2,3
2005,Wisconsin                ,Speech pathologists                          ,"1,698.00",5,"1,703.00",,55,2,3
2005,Wisconsin                ,Supervisors/administrators                   ,306,9,315,,55,2,3
2005,Wisconsin                ,Supervisors/administrators (SEA)             ,33,0,33,,55,2,3
2005,Wisconsin                ,Interpreters                                 ,211,3,214,,55,2,3
2005,Wisconsin                ,Rehabilitation counselors                    ,          N/V,          N/V,          N/V,,55,2,3
2005,Wisconsin                ,Other professional staff                     ,90,0,90,,55,2,3
2005,Wisconsin                ,Non-professional staff                       ,          N/V,          N/V,          N/V,,55,2,3
2005,Wisconsin                ,Total                                        ,"10,436.00",98,"10,535.00",,55,2,3
2005,Wyoming                  ,Special ed teachers for 3-5                  ,51,21,72,,56,4,8
2005,Wyoming                  ,Special ed teachers for 6-21                 ,729,72,801,,56,4,8
2005,Wyoming                  ,Vocational education teachers                ,0,0,0,,56,4,8
2005,Wyoming                  ,Physical education teachers                  ,15,7,22,,56,4,8
2005,Wyoming                  ,Work-study coordinators                      ,0,0,0,,56,4,8
2005,Wyoming                  ,Psychologists                                ,59,11,70,,56,4,8
2005,Wyoming                  ,School social workers                        ,2,7,9,,56,4,8
2005,Wyoming                  ,Occupational therapists                      ,46,14,60,,56,4,8
2005,Wyoming                  ,Audiologists                                 ,5,1,5,,56,4,8
2005,Wyoming                  ,Teacher aides                                ,993,27,"1,020.00",,56,4,8
2005,Wyoming                  ,Recreation specialists                       ,0,0,0,,56,4,8
2005,Wyoming                  ,Diagnostic & evaluation staff                ,15,4,19,,56,4,8
2005,Wyoming                  ,Physical therapists                          ,16,0,16,,56,4,8
2005,Wyoming                  ,Counselors                                   ,0,0,0,,56,4,8
2005,Wyoming                  ,Speech pathologists                          ,169,6,175,,56,4,8
2005,Wyoming                  ,Supervisors/administrators                   ,60,7,66,,56,4,8
2005,Wyoming                  ,Supervisors/administrators (SEA)             ,8,0,8,,56,4,8
2005,Wyoming                  ,Interpreters                                 ,13,2,15,,56,4,8
2005,Wyoming                  ,Rehabilitation counselors                    ,1,0,1,,56,4,8
2005,Wyoming                  ,Other professional staff                     ,52,18,70,,56,4,8
2005,Wyoming                  ,Non-professional staff                       ,52,4,56,,56,4,8
2005,Wyoming                  ,Total                                        ,"1,506.00",107,"1,612.00",,56,4,8
2005,"50 states, D.C. (including BIE schools)",Special ed teachers for 3-5,41513,5099,46611,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Special ed teachers for 6-21,380833,40499,421337,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Vocational education teachers,4239,581,4818,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Physical education teachers,7638,667,8303,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Work-study coordinators,2195,207,2402,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Psychologists,29587,954,30540,US_National,,,
2005,"50 states, D.C. (including BIE schools)",School social workers,17652,1636,19287,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Occupational therapists,14987,1493,16479,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Audiologists,1304,155,1458,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Teacher aides,334730,57821,392551,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Recreation specialists,333,47,380,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Diagnostic & evaluation staff,8305,1012,9316,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Physical therapists,7028,557,7588,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Counselors,16903,765,17666,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Speech pathologists,44734,2272,47002,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Supervisors/administrators,19712,1102,20813,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Supervisors/administrators (SEA),1118,4,1122,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Interpreters,5360,1481,6841,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Rehabilitation counselors,228,17,245,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Other professional staff,58512,5394,63904,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Non-professional staff,39975,4794,44767,US_National,,,
2005,"50 states, D.C. (including BIE schools)",Total,614524,80942,695466,US_National,,,
2005,U.S. and Outlying Areas,Special ed teachers for 3-5,"41,711.00","5,176.00","46,886.00",US_OT,,,
2005,U.S. and Outlying Areas,Special ed teachers for 6-21,"385,759.00","40,733.00","426,497.00",US_OT,,,
2005,U.S. and Outlying Areas,Vocational education teachers,"4,430.00",589,"5,017.00",US_OT,,,
2005,U.S. and Outlying Areas,Physical education teachers,"7,782.00",671,"8,451.00",US_OT,,,
2005,U.S. and Outlying Areas,Work-study coordinators,"2,199.00",207,"2,406.00",US_OT,,,
2005,U.S. and Outlying Areas,Psychologists,"29,614.00",955,"30,568.00",US_OT,,,
2005,U.S. and Outlying Areas,School social workers,"17,787.00","1,646.00","19,432.00",US_OT,,,
2005,U.S. and Outlying Areas,Occupational therapists,"15,010.00","1,493.00","16,502.00",US_OT,,,
2005,U.S. and Outlying Areas,Audiologists,"1,306.00",155,"1,460.00",US_OT,,,
2005,U.S. and Outlying Areas,Teacher aides,"338,095.00","58,030.00","396,125.00",US_OT,,,
2005,U.S. and Outlying Areas,Recreation specialists,337,47,384,US_OT,,,
2005,U.S. and Outlying Areas,Diagnostic & evaluation staff,"8,352.00","1,016.00","9,367.00",US_OT,,,
2005,U.S. and Outlying Areas,Physical therapists,"7,038.00",557,"7,598.00",US_OT,,,
2005,U.S. and Outlying Areas,Counselors,"16,919.00",766,"17,683.00",US_OT,,,
2005,U.S. and Outlying Areas,Speech pathologists,"44,789.00","2,276.00","47,061.00",US_OT,,,
2005,U.S. and Outlying Areas,Supervisors/administrators,"19,893.00","1,106.00","20,998.00",US_OT,,,
2005,U.S. and Outlying Areas,Supervisors/administrators (SEA),"1,228.00",4,"1,232.00",US_OT,,,
2005,U.S. and Outlying Areas,Interpreters,"5,367.00","1,482.00","6,849.00",US_OT,,,
2005,U.S. and Outlying Areas,Rehabilitation counselors,228,17,245,US_OT,,,
2005,U.S. and Outlying Areas,Other professional staff,"58,585.00","5,418.00","64,001.00",US_OT,,,
2005,U.S. and Outlying Areas,Non-professional staff,"40,411.00","4,806.00","45,215.00",US_OT,,,
2005,U.S. and Outlying Areas,Total,"619,354.00","81,224.00","700,578.00",US_OT,,,
