Created,11/10/2008,,,,,,,
Updated,1/25/2011,,,,,,,
Revised,n/a,,,,,,,
,,,,,,,,
Year,State,Personnel Type,"Teachers
(Highly Qualified) /
Paraprofessionals
(Qualified)","Teachers
(Not Highly Qualified) /
Paraprofessionals
(Not Qualified)","Teachers /
Paraprofessionals
Total",Fully Certified ,Not Fully Certified,Fully Certified/Not Fully Certified Total
2006,Rhode Island                                 ,Audiologists                                                                     ,          -,          -,          -,          -,          -,          -
2006,Rhode Island                                 ,Speech-Language Pathologists                                                     ,          -,          -,          -,294,0,294
2006,Rhode Island                                 ,Interpreters                                                                     ,          -,          -,          -,2,0,2
2006,Rhode Island                                 ,Psychologists                                                                    ,          -,          -,          -,171,0,171
2006,Rhode Island                                 ,Occupational Therapists                                                          ,          -,          -,          -,81,5,86
2006,Rhode Island                                 ,Physical Therapists                                                              ,          -,          -,          -,28,1,29
2006,Rhode Island                                 ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,678,5,684
2006,Rhode Island                                 ,Social Workers                                                                   ,          -,          -,          -,231,0,231
2006,Rhode Island                                 ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,          -,          -,          -
2006,Rhode Island                                 ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,387,1,388
2006,Rhode Island                                 ,Orientation and Mobility Specialists                                             ,          -,          -,          -,          -,          -,          -
2006,South Carolina                               ,Special Education Teachers for Ages 3-5                                          ,521,29,550,          -,          -,          -
2006,South Carolina                               ,Special Education Teachers for Ages 6-21                                         ,"5,665.00",447,"6,112.00",          -,          -,          -
2006,South Carolina                               ,Total Special Education Teachers                                                 ,"6,185.00",477,"6,662.00",          -,          -,          -
2006,South Carolina                               ,Special Education Paraprofessionals for Ages 3-5                                 ,582,11,593,          -,          -,          -
2006,South Carolina                               ,Special Education Paraprofessionals for Ages 6-21                                ,"4,057.00",156,"4,213.00",          -,          -,          -
2006,South Carolina                               ,Total Special Education Paraprofessionals                                        ,"4,638.00",167,"4,805.00",          -,          -,          -
2006,South Carolina                               ,Audiologists                                                                     ,          -,          -,          -,13,0,13
2006,South Carolina                               ,Speech-Language Pathologists                                                     ,          -,          -,          -,5,0,5
2006,South Carolina                               ,Interpreters                                                                     ,          -,          -,          -,90,9,99
2006,South Carolina                               ,Psychologists                                                                    ,          -,          -,          -,378,9,387
2006,South Carolina                               ,Occupational Therapists                                                          ,          -,          -,          -,185,10,195
2006,South Carolina                               ,Physical Therapists                                                              ,          -,          -,          -,96,4,100
2006,South Carolina                               ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,68,1,69
2006,South Carolina                               ,Social Workers                                                                   ,          -,          -,          -,58,6,64
2006,South Carolina                               ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,269,2,271
2006,South Carolina                               ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,134,1,135
2006,South Carolina                               ,Orientation and Mobility Specialists                                             ,          -,          -,          -,19,0,19
2006,South Dakota                                 ,Special Education Teachers for Ages 3-5                                          ,102,6,108,          -,          -,          -
2006,South Dakota                                 ,Special Education Teachers for Ages 6-21                                         ,729,186,915,          -,          -,          -
2006,South Dakota                                 ,Total Special Education Teachers                                                 ,831,192,"1,023.00",          -,          -,          -
2006,South Dakota                                 ,Special Education Paraprofessionals for Ages 3-5                                 ,0,0,0,          -,          -,          -
2006,South Dakota                                 ,Special Education Paraprofessionals for Ages 6-21                                ,"1,495.00",0,"1,495.00",          -,          -,          -
2006,South Dakota                                 ,Total Special Education Paraprofessionals                                        ,"1,495.00",0,"1,495.00",          -,          -,          -
2006,South Dakota                                 ,Audiologists                                                                     ,          -,          -,          -,4,0,4
2006,South Dakota                                 ,Speech-Language Pathologists                                                     ,          -,          -,          -,233,7,240
2006,South Dakota                                 ,Interpreters                                                                     ,          -,          -,          -,28,0,28
2006,South Dakota                                 ,Psychologists                                                                    ,          -,          -,          -,55,4,59
2006,South Dakota                                 ,Occupational Therapists                                                          ,          -,          -,          -,54,0,54
2006,South Dakota                                 ,Physical Therapists                                                              ,          -,          -,          -,40,0,40
2006,South Dakota                                 ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,13,0,13
2006,South Dakota                                 ,Social Workers                                                                   ,          -,          -,          -,0,0,0
2006,South Dakota                                 ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,160,0,160
2006,South Dakota                                 ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,5,0,5
2006,South Dakota                                 ,Orientation and Mobility Specialists                                             ,          -,          -,          -,0,0,0
2006,Tennessee                                    ,Special Education Teachers for Ages 3-5                                          ,397,312,709,          -,          -,          -
2006,Tennessee                                    ,Special Education Teachers for Ages 6-21                                         ,"5,322.00",748,"6,070.00",          -,          -,          -
2006,Tennessee                                    ,Total Special Education Teachers                                                 ,"5,719.00","1,060.00","6,779.00",          -,          -,          -
2006,Tennessee                                    ,Special Education Paraprofessionals for Ages 3-5                                 ,560,13,573,          -,          -,          -
2006,Tennessee                                    ,Special Education Paraprofessionals for Ages 6-21                                ,"5,591.00",169,"5,760.00",          -,          -,          -
2006,Tennessee                                    ,Total Special Education Paraprofessionals                                        ,"6,151.00",182,"6,333.00",          -,          -,          -
2006,Tennessee                                    ,Audiologists                                                                     ,          -,          -,          -,22,0,22
2006,Tennessee                                    ,Speech-Language Pathologists                                                     ,          -,          -,          -,651,57,708
2006,Tennessee                                    ,Interpreters                                                                     ,          -,          -,          -,98,14,112
2006,Tennessee                                    ,Psychologists                                                                    ,          -,          -,          -,383,3,386
2006,Tennessee                                    ,Occupational Therapists                                                          ,          -,          -,          -,180,2,182
2006,Tennessee                                    ,Physical Therapists                                                              ,          -,          -,          -,99,1,99
2006,Tennessee                                    ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,11,0,11
2006,Tennessee                                    ,Social Workers                                                                   ,          -,          -,          -,55,1,56
2006,Tennessee                                    ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,205,1,206
2006,Tennessee                                    ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,58,0,58
2006,Tennessee                                    ,Orientation and Mobility Specialists                                             ,          -,          -,          -,32,0,32
2006,Texas                                        ,Special Education Teachers for Ages 3-5                                          ,"3,089.00",74,"3,163.00",          -,          -,          -
2006,Texas                                        ,Special Education Teachers for Ages 6-21                                         ,"21,686.00",942,"22,628.00",          -,          -,          -
2006,Texas                                        ,Total Special Education Teachers                                                 ,"24,775.00","1,016.00","25,791.00",          -,          -,          -
2006,Texas                                        ,Special Education Paraprofessionals for Ages 3-5                                 ,"2,863.00",124,"2,987.00",          -,          -,          -
2006,Texas                                        ,Special Education Paraprofessionals for Ages 6-21                                ,"12,168.00",258,"12,427.00",          -,          -,          -
2006,Texas                                        ,Total Special Education Paraprofessionals                                        ,"15,031.00",382,"15,413.00",          -,          -,          -
2006,Texas                                        ,Audiologists                                                                     ,          -,          -,          -,40,0,40
2006,Texas                                        ,Speech-Language Pathologists                                                     ,          -,          -,          -,"3,698.00",0,"3,698.00"
2006,Texas                                        ,Interpreters                                                                     ,          -,          -,          -,366,0,366
2006,Texas                                        ,Psychologists                                                                    ,          -,          -,          -,864,0,864
2006,Texas                                        ,Occupational Therapists                                                          ,          -,          -,          -,524,0,524
2006,Texas                                        ,Physical Therapists                                                              ,          -,          -,          -,238,0,238
2006,Texas                                        ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,7,0,7
2006,Texas                                        ,Social Workers                                                                   ,          -,          -,          -,82,0,82
2006,Texas                                        ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,103,0,103
2006,Texas                                        ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,355,0,355
2006,Texas                                        ,Orientation and Mobility Specialists                                             ,          -,          -,          -,79,0,79
2006,Utah                                         ,Special Education Teachers for Ages 3-5                                          ,186,25,210,          -,          -,          -
2006,Utah                                         ,Special Education Teachers for Ages 6-21                                         ,"1,948.00",561,"2,509.00",          -,          -,          -
2006,Utah                                         ,Total Special Education Teachers                                                 ,"2,134.00",586,"2,720.00",          -,          -,          -
2006,Utah                                         ,Special Education Paraprofessionals for Ages 3-5                                 ,11,375,386,          -,          -,          -
2006,Utah                                         ,Special Education Paraprofessionals for Ages 6-21                                ,37,"3,246.00","3,283.00",          -,          -,          -
2006,Utah                                         ,Total Special Education Paraprofessionals                                        ,48,"3,621.00","3,669.00",          -,          -,          -
2006,Utah                                         ,Audiologists                                                                     ,          -,          -,          -,23,3,26
2006,Utah                                         ,Speech-Language Pathologists                                                     ,          -,          -,          -,447,61,508
2006,Utah                                         ,Interpreters                                                                     ,          -,          -,          -,47,6,53
2006,Utah                                         ,Psychologists                                                                    ,          -,          -,          -,197,23,220
2006,Utah                                         ,Occupational Therapists                                                          ,          -,          -,          -,65,5,70
2006,Utah                                         ,Physical Therapists                                                              ,          -,          -,          -,31,2,34
2006,Utah                                         ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,27,3,30
2006,Utah                                         ,Social Workers                                                                   ,          -,          -,          -,31,0,31
2006,Utah                                         ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,62,0,62
2006,Utah                                         ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,15,1,16
2006,Utah                                         ,Orientation and Mobility Specialists                                             ,          -,          -,          -,10,7,17
2006,Vermont                                      ,Special Education Teachers for Ages 3-5                                          ,112,6,118,          -,          -,          -
2006,Vermont                                      ,Special Education Teachers for Ages 6-21                                         ,981,77,"1,058.00",          -,          -,          -
2006,Vermont                                      ,Total Special Education Teachers                                                 ,"1,093.00",83,"1,176.00",          -,          -,          -
2006,Vermont                                      ,Special Education Paraprofessionals for Ages 3-5                                 ,184,4,187,          -,          -,          -
2006,Vermont                                      ,Special Education Paraprofessionals for Ages 6-21                                ,"2,999.00",105,"3,104.00",          -,          -,          -
2006,Vermont                                      ,Total Special Education Paraprofessionals                                        ,"3,183.00",109,"3,291.00",          -,          -,          -
2006,Vermont                                      ,Audiologists                                                                     ,          -,          -,          -,4,1,5
2006,Vermont                                      ,Speech-Language Pathologists                                                     ,          -,          -,          -,231,8,239
2006,Vermont                                      ,Interpreters                                                                     ,          -,          -,          -,10,3,13
2006,Vermont                                      ,Psychologists                                                                    ,          -,          -,          -,58,4,61
2006,Vermont                                      ,Occupational Therapists                                                          ,          -,          -,          -,49,2,51
2006,Vermont                                      ,Physical Therapists                                                              ,          -,          -,          -,23,0,23
2006,Vermont                                      ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,5,0,5
2006,Vermont                                      ,Social Workers                                                                   ,          -,          -,          -,39,11,49
2006,Vermont                                      ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,14,0,14
2006,Vermont                                      ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,40,5,45
2006,Vermont                                      ,Orientation and Mobility Specialists                                             ,          -,          -,          -,3,0,3
2006,Virgin Islands                               ,Special Education Teachers for Ages 3-5                                          ,2,5,7,          -,          -,          -
2006,Virgin Islands                               ,Special Education Teachers for Ages 6-21                                         ,47,95,142,          -,          -,          -
2006,Virgin Islands                               ,Total Special Education Teachers                                                 ,49,100,149,          -,          -,          -
2006,Virgin Islands                               ,Special Education Paraprofessionals for Ages 3-5                                 ,1,1,2,          -,          -,          -
2006,Virgin Islands                               ,Special Education Paraprofessionals for Ages 6-21                                ,62,66,128,          -,          -,          -
2006,Virgin Islands                               ,Total Special Education Paraprofessionals                                        ,63,67,130,          -,          -,          -
2006,Virgin Islands                               ,Audiologists                                                                     ,          -,          -,          -,0,0,0
2006,Virgin Islands                               ,Speech-Language Pathologists                                                     ,          -,          -,          -,8,3,11
2006,Virgin Islands                               ,Interpreters                                                                     ,          -,          -,          -,1,0,1
2006,Virgin Islands                               ,Psychologists                                                                    ,          -,          -,          -,12,0,12
2006,Virgin Islands                               ,Occupational Therapists                                                          ,          -,          -,          -,2,0,2
2006,Virgin Islands                               ,Physical Therapists                                                              ,          -,          -,          -,1,1,2
2006,Virgin Islands                               ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,1,1,2
2006,Virgin Islands                               ,Social Workers                                                                   ,          -,          -,          -,4,2,6
2006,Virgin Islands                               ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,0,0,0
2006,Virgin Islands                               ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,2,3,5
2006,Virgin Islands                               ,Orientation and Mobility Specialists                                             ,          -,          -,          -,2,0,2
2006,Virginia                                     ,Special Education Teachers for Ages 3-5                                          ,734,5,739,          -,          -,          -
2006,Virginia                                     ,Special Education Teachers for Ages 6-21                                         ,"11,175.00","2,146.00","13,322.00",          -,          -,          -
2006,Virginia                                     ,Total Special Education Teachers                                                 ,"11,909.00","2,151.00","14,060.00",          -,          -,          -
2006,Virginia                                     ,Special Education Paraprofessionals for Ages 3-5                                 ,"1,610.00",0,"1,610.00",          -,          -,          -
2006,Virginia                                     ,Special Education Paraprofessionals for Ages 6-21                                ,"11,808.00",0,"11,808.00",          -,          -,          -
2006,Virginia                                     ,Total Special Education Paraprofessionals                                        ,"13,418.00",0,"13,418.00",          -,          -,          -
2006,Virginia                                     ,Audiologists                                                                     ,          -,          -,          -,50,16,66
2006,Virginia                                     ,Speech-Language Pathologists                                                     ,          -,          -,          -,"1,018.00",5,"1,023.00"
2006,Virginia                                     ,Interpreters                                                                     ,          -,          -,          -,145,150,295
2006,Virginia                                     ,Psychologists                                                                    ,          -,          -,          -,588,5,593
2006,Virginia                                     ,Occupational Therapists                                                          ,          -,          -,          -,203,106,309
2006,Virginia                                     ,Physical Therapists                                                              ,          -,          -,          -,81,79,161
2006,Virginia                                     ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,633,20,653
2006,Virginia                                     ,Social Workers                                                                   ,          -,          -,          -,428,12,440
2006,Virginia                                     ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,152,0,152
2006,Virginia                                     ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,647,18,665
2006,Virginia                                     ,Orientation and Mobility Specialists                                             ,          -,          -,          -,0,0,0
2006,Washington                                   ,Special Education Teachers for Ages 3-5                                          ,541,16,557,          -,          -,          -
2006,Washington                                   ,Special Education Teachers for Ages 6-21                                         ,"5,020.00",175,"5,195.00",          -,          -,          -
2006,Washington                                   ,Total Special Education Teachers                                                 ,"5,561.00",190,"5,751.00",          -,          -,          -
2006,Washington                                   ,Special Education Paraprofessionals for Ages 3-5                                 ,556,0,556,          -,          -,          -
2006,Washington                                   ,Special Education Paraprofessionals for Ages 6-21                                ,"5,967.00",0,"5,967.00",          -,          -,          -
2006,Washington                                   ,Total Special Education Paraprofessionals                                        ,"6,523.00",0,"6,523.00",          -,          -,          -
2006,Washington                                   ,Audiologists                                                                     ,          -,          -,          -,28,0,28
2006,Washington                                   ,Speech-Language Pathologists                                                     ,          -,          -,          -,"1,098.00",7,"1,104.00"
2006,Washington                                   ,Interpreters                                                                     ,          -,          -,          -,167,10,177
2006,Washington                                   ,Psychologists                                                                    ,          -,          -,          -,901,2,903
2006,Washington                                   ,Occupational Therapists                                                          ,          -,          -,          -,430,0,430
2006,Washington                                   ,Physical Therapists                                                              ,          -,          -,          -,182,0,182
2006,Washington                                   ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,34,0,34
2006,Washington                                   ,Social Workers                                                                   ,          -,          -,          -,86,0,86
2006,Washington                                   ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,262,0,262
2006,Washington                                   ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,127,0,127
2006,Washington                                   ,Orientation and Mobility Specialists                                             ,          -,          -,          -,47,0,47
2006,West Virginia                                ,Special Education Teachers for Ages 3-5                                          ,223,50,273,          -,          -,          -
2006,West Virginia                                ,Special Education Teachers for Ages 6-21                                         ,"2,506.00",312,"2,818.00",          -,          -,          -
2006,West Virginia                                ,Total Special Education Teachers                                                 ,"2,728.00",362,"3,090.00",          -,          -,          -
2006,West Virginia                                ,Special Education Paraprofessionals for Ages 3-5                                 ,240,3,243,          -,          -,          -
2006,West Virginia                                ,Special Education Paraprofessionals for Ages 6-21                                ,"1,447.00",66,"1,513.00",          -,          -,          -
2006,West Virginia                                ,Total Special Education Paraprofessionals                                        ,"1,686.00",69,"1,755.00",          -,          -,          -
2006,West Virginia                                ,Audiologists                                                                     ,          -,          -,          -,8,0,8
2006,West Virginia                                ,Speech-Language Pathologists                                                     ,          -,          -,          -,478,15,493
2006,West Virginia                                ,Interpreters                                                                     ,          -,          -,          -,84,9,93
2006,West Virginia                                ,Psychologists                                                                    ,          -,          -,          -,123,2,125
2006,West Virginia                                ,Occupational Therapists                                                          ,          -,          -,          -,61,1,62
2006,West Virginia                                ,Physical Therapists                                                              ,          -,          -,          -,41,0,41
2006,West Virginia                                ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,11,0,11
2006,West Virginia                                ,Social Workers                                                                   ,          -,          -,          -,7,0,7
2006,West Virginia                                ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,104,20,124
2006,West Virginia                                ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,16,0,16
2006,West Virginia                                ,Orientation and Mobility Specialists                                             ,          -,          -,          -,5,0,5
2006,Wisconsin                                    ,Special Education Teachers for Ages 3-5                                          ,687,18,704,          -,          -,          -
2006,Wisconsin                                    ,Special Education Teachers for Ages 6-21                                         ,"7,515.00",321,"7,836.00",          -,          -,          -
2006,Wisconsin                                    ,Total Special Education Teachers                                                 ,"8,202.00",339,"8,541.00",          -,          -,          -
2006,Wisconsin                                    ,Special Education Paraprofessionals for Ages 3-5                                 ,83,1,84,          -,          -,          -
2006,Wisconsin                                    ,Special Education Paraprofessionals for Ages 6-21                                ,"5,627.00",57,"5,684.00",          -,          -,          -
2006,Wisconsin                                    ,Total Special Education Paraprofessionals                                        ,"5,710.00",58,"5,768.00",          -,          -,          -
2006,Wisconsin                                    ,Audiologists                                                                     ,          -,          -,          -,19,0,19
2006,Wisconsin                                    ,Speech-Language Pathologists                                                     ,          -,          -,          -,"1,703.00",5,"1,708.00"
2006,Wisconsin                                    ,Interpreters                                                                     ,          -,          -,          -,199,3,202
2006,Wisconsin                                    ,Psychologists                                                                    ,          -,          -,          -,641,7,648
2006,Wisconsin                                    ,Occupational Therapists                                                          ,          -,          -,          -,381,1,382
2006,Wisconsin                                    ,Physical Therapists                                                              ,          -,          -,          -,188,0,188
2006,Wisconsin                                    ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,132,1,133
2006,Wisconsin                                    ,Social Workers                                                                   ,          -,          -,          -,286,2,288
2006,Wisconsin                                    ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,94,0,94
2006,Wisconsin                                    ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,168,1,169
2006,Wisconsin                                    ,Orientation and Mobility Specialists                                             ,          -,          -,          -,20,0,20
2006,Wyoming                                      ,Special Education Teachers for Ages 3-5                                          ,73,54,127,          -,          -,          -
2006,Wyoming                                      ,Special Education Teachers for Ages 6-21                                         ,358,82,440,          -,          -,          -
2006,Wyoming                                      ,Total Special Education Teachers                                                 ,432,136,568,          -,          -,          -
2006,Wyoming                                      ,Special Education Paraprofessionals for Ages 3-5                                 ,5,14,19,          -,          -,          -
2006,Wyoming                                      ,Special Education Paraprofessionals for Ages 6-21                                ,674,375,"1,049.00",          -,          -,          -
2006,Wyoming                                      ,Total Special Education Paraprofessionals                                        ,679,389,"1,068.00",          -,          -,          -
2006,Wyoming                                      ,Audiologists                                                                     ,          -,          -,          -,5,0,5
2006,Wyoming                                      ,Speech-Language Pathologists                                                     ,          -,          -,          -,175,11,185
2006,Wyoming                                      ,Interpreters                                                                     ,          -,          -,          -,2,0,2
2006,Wyoming                                      ,Psychologists                                                                    ,          -,          -,          -,67,4,71
2006,Wyoming                                      ,Occupational Therapists                                                          ,          -,          -,          -,47,7,54
2006,Wyoming                                      ,Physical Therapists                                                              ,          -,          -,          -,20,2,22
2006,Wyoming                                      ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,41,5,46
2006,Wyoming                                      ,Social Workers                                                                   ,          -,          -,          -,57,8,65
2006,Wyoming                                      ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,27,4,31
2006,Wyoming                                      ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,28,2,30
2006,Wyoming                                      ,Orientation and Mobility Specialists                                             ,          -,          -,          -,0,0,0
2006,"50 states,D.C. (including BIE schools)                     ",Special Education Teachers for Ages 3-5                                          ,30045,4134,34179,          -,          -,          -
2006,"50 states,D.C. (including BIE schools)                     ",Special Education Teachers for Ages 6-21                                         ,354298,44924,399222,          -,          -,          -
2006,"50 states,D.C. (including BIE schools)                     ",Total Special Education Teachers                                                 ,384342,49058,433401,          -,          -,          -
2006,"50 states,D.C. (including BIE schools)                     ",Special Education Paraprofessionals for Ages 3-5                                 ,30964,6576,37540,          -,          -,          -
2006,"50 states,D.C. (including BIE schools)                     ",Special Education Paraprofessionals for Ages 6-21                                ,311483,45400,356883,          -,          -,          -
2006,"50 states,D.C. (including BIE schools)                     ",Total Special Education Paraprofessionals                                        ,346326,52028,398354,          -,          -,          -
2006,"50 states,D.C. (including BIE schools)                     ",Audiologists                                                                     ,          -,          -,          -,1389,51,1440
2006,"50 states,D.C. (including BIE schools)                     ",Speech-Language Pathologists                                                     ,          -,          -,          -,52875,1882,54757
2006,"50 states,D.C. (including BIE schools)                     ",Interpreters                                                                     ,          -,          -,          -,5859,1187,7046
2006,"50 states,D.C. (including BIE schools)                     ",Psychologists                                                                    ,          -,          -,          -,28558,310,28867
2006,"50 states,D.C. (including BIE schools)                     ",Occupational Therapists                                                          ,          -,          -,          -,15927,827,16754
2006,"50 states,D.C. (including BIE schools)                     ",Physical Therapists                                                              ,          -,          -,          -,7431,352,7783
2006,"50 states,D.C. (including BIE schools)                     ",Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,12925,547,13472
2006,"50 states,D.C. (including BIE schools)                     ",Social Workers                                                                   ,          -,          -,          -,17416,230,17646
2006,"50 states,D.C. (including BIE schools)                     ",Medical/Nursing Service Staff                                                    ,          -,          -,          -,14811,505,15316
2006,"50 states,D.C. (including BIE schools)                     ",Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,14294,323,14617
2006,"50 states,D.C. (including BIE schools)                     ",Orientation and Mobility Specialists                                             ,          -,          -,          -,1119,64,1183
2006,U.S. and Outlying Areas                                     ,Special Education Teachers for Ages 3-5                                          ,30171,4156,34327,          -,          -,          -
2006,U.S. and Outlying Areas                                     ,Special Education Teachers for Ages 6-21                                         ,359063,45514,404577,          -,          -,          -
2006,U.S. and Outlying Areas                                     ,Total Special Education Teachers                                                 ,389233,49670,438904,          -,          -,          -
2006,U.S. and Outlying Areas                                     ,Special Education Paraprofessionals for Ages 3-5                                 ,31145,6592,37737,          -,          -,          -
2006,U.S. and Outlying Areas                                     ,Special Education Paraprofessionals for Ages 6-21                                ,314639,45760,360399,          -,          -,          -
2006,U.S. and Outlying Areas                                     ,Total Special Education Paraprofessionals                                        ,349663,52404,402067,          -,          -,          -
2006,U.S. and Outlying Areas                                     ,Audiologists                                                                     ,          -,          -,          -,1410,51,1461
2006,U.S. and Outlying Areas                                     ,Speech-Language Pathologists                                                     ,          -,          -,          -,53623,1885,55508
2006,U.S. and Outlying Areas                                     ,Interpreters                                                                     ,          -,          -,          -,5860,1187,7047
2006,U.S. and Outlying Areas                                     ,Psychologists                                                                    ,          -,          -,          -,28998,312,29309
2006,U.S. and Outlying Areas                                     ,Occupational Therapists                                                          ,          -,          -,          -,16523,827,17350
2006,U.S. and Outlying Areas                                     ,Physical Therapists                                                              ,          -,          -,          -,7567,353,7920
2006,U.S. and Outlying Areas                                     ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,13061,548,13609
