Year,State,Nation_ID,State_ID,Region_ID,Division_ID,Personnel Type,"Teachers (Highly Qualified)/Paraprofessionals (Qualified)","Teachers (Not Highly Qualified)/Paraprofessionals (Not Qualified)",Teachers/Paraprofessionals Total,Fully Certified,Not Fully Certified,Fully Certified/Not Fully Certified Total
2011,Rhode Island,,44,1,1,Medical/Nursing Service Staff,N/A,N/A,N/A,372.15,0,372.15
2011,Rhode Island,,44,1,1,Occupational Therapists,N/A,N/A,N/A,111.26,0,111.26
2011,Rhode Island,,44,1,1,Orientation and Mobility Specialists,N/A,N/A,N/A,4.5,0,4.5
2011,Rhode Island,,44,1,1,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,627,0,627
2011,Rhode Island,,44,1,1,Physical Therapists,N/A,N/A,N/A,40.23,0,40.23
2011,Rhode Island,,44,1,1,Psychologists,N/A,N/A,N/A,179,0,179
2011,Rhode Island,,44,1,1,Social Workers,N/A,N/A,N/A,186,3,189
2011,Rhode Island,,44,1,1,Speech-Language Pathologists,N/A,N/A,N/A,278,0,278
2011,Rhode Island,,44,1,1,Special Education Paraprofessionals for Ages 3-5,279.8,N/A,279.8,N/A,N/A,N/A
2011,Rhode Island,,44,1,1,Special Education Paraprofessionals for Ages 6-21,1611.86,N/A,1611.86,N/A,N/A,N/A
2011,Rhode Island,,44,1,1,Special Education Teachers for Ages 3-5,132,3,135,N/A,N/A,N/A
2011,Rhode Island,,44,1,1,Special Education Teachers for Ages 6-21,1940,18,1958,N/A,N/A,N/A
2011,Rhode Island,,44,1,1,Total Special Education Paraprofessionals,1891.66,N/A,1891.66,N/A,N/A,N/A
2011,Rhode Island,,44,1,1,Total Special Education Teachers,2072,21,2093,N/A,N/A,N/A
2011,South Carolina,,45,3,5,Audiologists,N/A,N/A,N/A,19.3,0,19.3
2011,South Carolina,,45,3,5,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,241.75,0.5,242.25
2011,South Carolina,,45,3,5,Interpreters,N/A,N/A,N/A,92.34,0.6,92.94
2011,South Carolina,,45,3,5,Medical/Nursing Service Staff,N/A,N/A,N/A,192.29,1,193.29
2011,South Carolina,,45,3,5,Occupational Therapists,N/A,N/A,N/A,195.87,3,198.87
2011,South Carolina,,45,3,5,Orientation and Mobility Specialists,N/A,N/A,N/A,28.5,1,29.5
2011,South Carolina,,45,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,42.03,1,43.03
2011,South Carolina,,45,3,5,Physical Therapists,N/A,N/A,N/A,85.93,2,87.93
2011,South Carolina,,45,3,5,Psychologists,N/A,N/A,N/A,467.88,1.5,469.38
2011,South Carolina,,45,3,5,Social Workers,N/A,N/A,N/A,53.39,2,55.39
2011,South Carolina,,45,3,5,Speech-Language Pathologists,N/A,N/A,N/A,6.06,0,6.06
2011,South Carolina,,45,3,5,Special Education Paraprofessionals for Ages 3-5,674.07,2.5,676.57,N/A,N/A,N/A
2011,South Carolina,,45,3,5,Special Education Paraprofessionals for Ages 6-21,3858.78,35.5,3894.28,N/A,N/A,N/A
2011,South Carolina,,45,3,5,Special Education Teachers for Ages 3-5,734.68,31.29,765.97,N/A,N/A,N/A
2011,South Carolina,,45,3,5,Special Education Teachers for Ages 6-21,5388.23,207.91,5596.14,N/A,N/A,N/A
2011,South Carolina,,45,3,5,Total Special Education Paraprofessionals,4532.85,38,4570.85,N/A,N/A,N/A
2011,South Carolina,,45,3,5,Total Special Education Teachers,6122.91,239.2,6362.11,N/A,N/A,N/A
2011,South Dakota,,46,2,4,Audiologists,N/A,N/A,N/A,0.82,0,0.82
2011,South Dakota,,46,2,4,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,5.55,0.4,5.95
2011,South Dakota,,46,2,4,Interpreters,N/A,N/A,N/A,23.5,0,23.5
2011,South Dakota,,46,2,4,Medical/Nursing Service Staff,N/A,N/A,N/A,45.11,0,45.11
2011,South Dakota,,46,2,4,Occupational Therapists,N/A,N/A,N/A,69.82,0.4,70.22
2011,South Dakota,,46,2,4,Orientation and Mobility Specialists,N/A,N/A,N/A,0,0,0
2011,South Dakota,,46,2,4,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,8.36,0,8.36
2011,South Dakota,,46,2,4,Physical Therapists,N/A,N/A,N/A,45.49,0,45.49
2011,South Dakota,,46,2,4,Psychologists,N/A,N/A,N/A,56.81,1,57.81
2011,South Dakota,,46,2,4,Social Workers,N/A,N/A,N/A,0,1,1
2011,South Dakota,,46,2,4,Speech-Language Pathologists,N/A,N/A,N/A,249.32,1.12,250.44
2011,South Dakota,,46,2,4,Special Education Paraprofessionals for Ages 3-5,208.67,0,208.67,N/A,N/A,N/A
2011,South Dakota,,46,2,4,Special Education Paraprofessionals for Ages 6-21,1408.85,4.1,1412.95,N/A,N/A,N/A
2011,South Dakota,,46,2,4,Special Education Teachers for Ages 3-5,114.49,2.31,116.8,N/A,N/A,N/A
2011,South Dakota,,46,2,4,Special Education Teachers for Ages 6-21,896.5,9.09,905.59,N/A,N/A,N/A
2011,South Dakota,,46,2,4,Total Special Education Paraprofessionals,1617.52,4.1,1621.62,N/A,N/A,N/A
2011,South Dakota,,46,2,4,Total Special Education Teachers,1010.99,11.4,1022.39,N/A,N/A,N/A
2011,Tennessee,,47,3,6,Audiologists,N/A,N/A,N/A,27.95,0,27.95
2011,Tennessee,,47,3,6,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,49.34,1,50.34
2011,Tennessee,,47,3,6,Interpreters,N/A,N/A,N/A,113,16.75,129.75
2011,Tennessee,,47,3,6,Medical/Nursing Service Staff,N/A,N/A,N/A,180.73,0,180.73
2011,Tennessee,,47,3,6,Occupational Therapists,N/A,N/A,N/A,263.24,3.15,266.39
2011,Tennessee,,47,3,6,Orientation and Mobility Specialists,N/A,N/A,N/A,26.07,1,27.07
2011,Tennessee,,47,3,6,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,8.55,0,8.55
2011,Tennessee,,47,3,6,Physical Therapists,N/A,N/A,N/A,125.58,3.45,129.03
2011,Tennessee,,47,3,6,Psychologists,N/A,N/A,N/A,506.64,6.25,512.89
2011,Tennessee,,47,3,6,Social Workers,N/A,N/A,N/A,66.88,2.8,69.68
2011,Tennessee,,47,3,6,Speech-Language Pathologists,N/A,N/A,N/A,887.3,59.4,946.7
2011,Tennessee,,47,3,6,Special Education Paraprofessionals for Ages 3-5,728.06,10.79,738.85,N/A,N/A,N/A
2011,Tennessee,,47,3,6,Special Education Paraprofessionals for Ages 6-21,7549.65,216.44,7766.09,N/A,N/A,N/A
2011,Tennessee,,47,3,6,Special Education Teachers for Ages 3-5,494.4,49,543.4,N/A,N/A,N/A
2011,Tennessee,,47,3,6,Special Education Teachers for Ages 6-21,6902.8,501.79,7404.59,N/A,N/A,N/A
2011,Tennessee,,47,3,6,Total Special Education Paraprofessionals,8277.71,227.23,8504.94,N/A,N/A,N/A
2011,Tennessee,,47,3,6,Total Special Education Teachers,7397.2,550.79,7947.99,N/A,N/A,N/A
2011,Texas,,48,3,7,Audiologists,N/A,N/A,N/A,68.73,0,68.73
2011,Texas,,48,3,7,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,329.62,0,329.62
2011,Texas,,48,3,7,Interpreters,N/A,N/A,N/A,275.76,0,275.76
2011,Texas,,48,3,7,Medical/Nursing Service Staff,N/A,N/A,N/A,79.51,0,79.51
2011,Texas,,48,3,7,Occupational Therapists,N/A,N/A,N/A,554.83,0,554.83
2011,Texas,,48,3,7,Orientation and Mobility Specialists,N/A,N/A,N/A,90.58,0,90.58
2011,Texas,,48,3,7,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,9.6,0,9.6
2011,Texas,,48,3,7,Physical Therapists,N/A,N/A,N/A,253.99,0,253.99
2011,Texas,,48,3,7,Psychologists,N/A,N/A,N/A,1088.42,0,1088.42
2011,Texas,,48,3,7,Social Workers,N/A,N/A,N/A,82.5,0,82.5
2011,Texas,,48,3,7,Speech-Language Pathologists,N/A,N/A,N/A,3791.91,0,3791.91
2011,Texas,,48,3,7,Special Education Paraprofessionals for Ages 3-5,2871,5,2876,N/A,N/A,N/A
2011,Texas,,48,3,7,Special Education Paraprofessionals for Ages 6-21,15463.01,45.15,15508.16,N/A,N/A,N/A
2011,Texas,,48,3,7,Special Education Teachers for Ages 3-5,2535.38,7,2542.38,N/A,N/A,N/A
2011,Texas,,48,3,7,Special Education Teachers for Ages 6-21,18546.63,184.02,18730.65,N/A,N/A,N/A
2011,Texas,,48,3,7,Total Special Education Paraprofessionals,18334.01,50.15,18384.16,N/A,N/A,N/A
2011,Texas,,48,3,7,Total Special Education Teachers,21082.01,191.02,21273.03,N/A,N/A,N/A
2011,Utah,,49,4,8,Audiologists,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Interpreters,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Medical/Nursing Service Staff,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Occupational Therapists,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Orientation and Mobility Specialists,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Physical Therapists,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Psychologists,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Social Workers,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Speech-Language Pathologists,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Special Education Paraprofessionals for Ages 3-5,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Special Education Paraprofessionals for Ages 6-21,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Special Education Teachers for Ages 3-5,212.73,11.65,224.38,N/A,N/A,N/A
2011,Utah,,49,4,8,Special Education Teachers for Ages 6-21,1937.99,168.94,2106.93,N/A,N/A,N/A
2011,Utah,,49,4,8,Total Special Education Paraprofessionals,N/A,N/A,N/A,N/A,N/A,N/A
2011,Utah,,49,4,8,Total Special Education Teachers,2150.72,180.59,2331.31,N/A,N/A,N/A
2011,Vermont,,50,1,1,Audiologists,N/A,N/A,N/A,1.79,0,1.79
2011,Vermont,,50,1,1,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,32.41,4,36.41
2011,Vermont,,50,1,1,Interpreters,N/A,N/A,N/A,5.32,0,5.32
2011,Vermont,,50,1,1,Medical/Nursing Service Staff,N/A,N/A,N/A,7.01,0,7.01
2011,Vermont,,50,1,1,Occupational Therapists,N/A,N/A,N/A,51.65,1.52,53.17
2011,Vermont,,50,1,1,Orientation and Mobility Specialists,N/A,N/A,N/A,4.23,0,4.23
2011,Vermont,,50,1,1,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,2.29,0,2.29
2011,Vermont,,50,1,1,Physical Therapists,N/A,N/A,N/A,18.12,0,18.12
2011,Vermont,,50,1,1,Psychologists,N/A,N/A,N/A,72.33,3,75.33
2011,Vermont,,50,1,1,Social Workers,N/A,N/A,N/A,38.1,2.2,40.3
2011,Vermont,,50,1,1,Speech-Language Pathologists,N/A,N/A,N/A,243.62,3,246.62
2011,Vermont,,50,1,1,Special Education Paraprofessionals for Ages 3-5,144.02,2.4,146.42,N/A,N/A,N/A
2011,Vermont,,50,1,1,Special Education Paraprofessionals for Ages 6-21,2882.51,11.15,2893.66,N/A,N/A,N/A
2011,Vermont,,50,1,1,Special Education Teachers for Ages 3-5,113.41,3,116.41,N/A,N/A,N/A
2011,Vermont,,50,1,1,Special Education Teachers for Ages 6-21,1122.38,25.75,1148.13,N/A,N/A,N/A
2011,Vermont,,50,1,1,Total Special Education Paraprofessionals,3026.53,13.55,3040.08,N/A,N/A,N/A
2011,Vermont,,50,1,1,Total Special Education Teachers,1235.79,28.75,1264.54,N/A,N/A,N/A
2011,Virgin Islands,,78,,,Audiologists,N/A,N/A,N/A,0,0,0
2011,Virgin Islands,,78,,,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,0,0,0
2011,Virgin Islands,,78,,,Interpreters,N/A,N/A,N/A,1,0,1
2011,Virgin Islands,,78,,,Medical/Nursing Service Staff,N/A,N/A,N/A,0,0,0
2011,Virgin Islands,,78,,,Occupational Therapists,N/A,N/A,N/A,1,0,1
2011,Virgin Islands,,78,,,Orientation and Mobility Specialists,N/A,N/A,N/A,1,1,2
2011,Virgin Islands,,78,,,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,1,1,2
2011,Virgin Islands,,78,,,Physical Therapists,N/A,N/A,N/A,1,2,3
2011,Virgin Islands,,78,,,Psychologists,N/A,N/A,N/A,10,6,16
2011,Virgin Islands,,78,,,Social Workers,N/A,N/A,N/A,3,4,7
2011,Virgin Islands,,78,,,Speech-Language Pathologists,N/A,N/A,N/A,12,1,13
2011,Virgin Islands,,78,,,Special Education Paraprofessionals for Ages 3-5,1,1,2,N/A,N/A,N/A
2011,Virgin Islands,,78,,,Special Education Paraprofessionals for Ages 6-21,82,39,121,N/A,N/A,N/A
2011,Virgin Islands,,78,,,Special Education Teachers for Ages 3-5,3,0,3,N/A,N/A,N/A
2011,Virgin Islands,,78,,,Special Education Teachers for Ages 6-21,100,29,129,N/A,N/A,N/A
2011,Virgin Islands,,78,,,Total Special Education Paraprofessionals,83,40,123,N/A,N/A,N/A
2011,Virgin Islands,,78,,,Total Special Education Teachers,103,29,132,N/A,N/A,N/A
2011,Virginia,,51,3,5,Audiologists,N/A,N/A,N/A,22.3,17.5,39.8
2011,Virginia,,51,3,5,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,652.78,9.75,662.53
2011,Virginia,,51,3,5,Interpreters,N/A,N/A,N/A,183.9,78.5,262.4
2011,Virginia,,51,3,5,Medical/Nursing Service Staff,N/A,N/A,N/A,149.9,17,166.9
2011,Virginia,,51,3,5,Occupational Therapists,N/A,N/A,N/A,241.93,71.4,313.33
2011,Virginia,,51,3,5,Orientation and Mobility Specialists,N/A,N/A,N/A,0,0,0
2011,Virginia,,51,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,681.02,2,683.02
2011,Virginia,,51,3,5,Physical Therapists,N/A,N/A,N/A,103.69,31.5,135.19
2011,Virginia,,51,3,5,Psychologists,N/A,N/A,N/A,707.44,4.5,711.94
2011,Virginia,,51,3,5,Social Workers,N/A,N/A,N/A,499.6,8.2,507.8
2011,Virginia,,51,3,5,Speech-Language Pathologists,N/A,N/A,N/A,833.29,1,834.29
2011,Virginia,,51,3,5,Special Education Paraprofessionals for Ages 3-5,1346.27,0,1346.27,N/A,N/A,N/A
2011,Virginia,,51,3,5,Special Education Paraprofessionals for Ages 6-21,11004.7,0,11004.7,N/A,N/A,N/A
2011,Virginia,,51,3,5,Special Education Teachers for Ages 3-5,437.91,1,438.91,N/A,N/A,N/A
2011,Virginia,,51,3,5,Special Education Teachers for Ages 6-21,7846.52,2948.47,10794.99,N/A,N/A,N/A
2011,Virginia,,51,3,5,Total Special Education Paraprofessionals,12350.97,0,12350.97,N/A,N/A,N/A
2011,Virginia,,51,3,5,Total Special Education Teachers,8284.43,2949.47,11233.9,N/A,N/A,N/A
2011,Washington,,53,4,9,Audiologists,N/A,N/A,N/A,21.28,0,21.28
2011,Washington,,53,4,9,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,62.7,0.42,63.12
2011,Washington,,53,4,9,Interpreters,N/A,N/A,N/A,168.03,14.63,182.66
2011,Washington,,53,4,9,Medical/Nursing Service Staff,N/A,N/A,N/A,267.54,21.84,289.38
2011,Washington,,53,4,9,Occupational Therapists,N/A,N/A,N/A,442.09,5.24,447.33
2011,Washington,,53,4,9,Orientation and Mobility Specialists,N/A,N/A,N/A,40.22,0.5,40.72
2011,Washington,,53,4,9,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,35.87,0.72,36.59
2011,Washington,,53,4,9,Physical Therapists,N/A,N/A,N/A,182.65,3.5,186.15
2011,Washington,,53,4,9,Psychologists,N/A,N/A,N/A,954.31,7.64,961.95
2011,Washington,,53,4,9,Social Workers,N/A,N/A,N/A,33.23,0,33.23
2011,Washington,,53,4,9,Speech-Language Pathologists,N/A,N/A,N/A,1213.53,12.21,1225.74
2011,Washington,,53,4,9,Special Education Paraprofessionals for Ages 3-5,593.22,0,593.22,N/A,N/A,N/A
2011,Washington,,53,4,9,Special Education Paraprofessionals for Ages 6-21,6277.67,0,6277.67,N/A,N/A,N/A
2011,Washington,,53,4,9,Special Education Teachers for Ages 3-5,577.39,3.03,580.42,N/A,N/A,N/A
2011,Washington,,53,4,9,Special Education Teachers for Ages 6-21,5190.45,146.41,5336.86,N/A,N/A,N/A
2011,Washington,,53,4,9,Total Special Education Paraprofessionals,6870.89,0,6870.89,N/A,N/A,N/A
2011,Washington,,53,4,9,Total Special Education Teachers,5767.84,149.44,5917.28,N/A,N/A,N/A
2011,West Virginia,,54,3,5,Audiologists,N/A,N/A,N/A,7.31,1,8.31
2011,West Virginia,,54,3,5,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,10.45,0,10.45
2011,West Virginia,,54,3,5,Interpreters,N/A,N/A,N/A,63,17,80
2011,West Virginia,,54,3,5,Medical/Nursing Service Staff,N/A,N/A,N/A,53.02,0,53.02
2011,West Virginia,,54,3,5,Occupational Therapists,N/A,N/A,N/A,84.91,0.22,85.13
2011,West Virginia,,54,3,5,Orientation and Mobility Specialists,N/A,N/A,N/A,7.22,0.2,7.42
2011,West Virginia,,54,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,12.4,0.25,12.65
2011,West Virginia,,54,3,5,Physical Therapists,N/A,N/A,N/A,43.37,0.4,43.77
2011,West Virginia,,54,3,5,Psychologists,N/A,N/A,N/A,118.54,4,122.54
2011,West Virginia,,54,3,5,Social Workers,N/A,N/A,N/A,1.12,0,1.12
2011,West Virginia,,54,3,5,Speech-Language Pathologists,N/A,N/A,N/A,487.99,47.65,535.64
2011,West Virginia,,54,3,5,Special Education Paraprofessionals for Ages 3-5,211.85,22,233.85,N/A,N/A,N/A
2011,West Virginia,,54,3,5,Special Education Paraprofessionals for Ages 6-21,1535.5,134,1669.5,N/A,N/A,N/A
2011,West Virginia,,54,3,5,Special Education Teachers for Ages 3-5,255.3,97.33,352.63,N/A,N/A,N/A
2011,West Virginia,,54,3,5,Special Education Teachers for Ages 6-21,2040.69,525.05,2565.74,N/A,N/A,N/A
2011,West Virginia,,54,3,5,Total Special Education Paraprofessionals,1747.35,156,1903.35,N/A,N/A,N/A
2011,West Virginia,,54,3,5,Total Special Education Teachers,2295.99,622.38,2918.37,N/A,N/A,N/A
2011,Wisconsin,,55,2,3,Audiologists,N/A,N/A,N/A,19.05,0,19.05
2011,Wisconsin,,55,2,3,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,185.17,0.47,185.64
2011,Wisconsin,,55,2,3,Interpreters,N/A,N/A,N/A,195.06,2,197.06
2011,Wisconsin,,55,2,3,Medical/Nursing Service Staff,N/A,N/A,N/A,132.3,0,132.3
2011,Wisconsin,,55,2,3,Occupational Therapists,N/A,N/A,N/A,393.29,0,393.29
2011,Wisconsin,,55,2,3,Orientation and Mobility Specialists,N/A,N/A,N/A,21.03,0,21.03
2011,Wisconsin,,55,2,3,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,126.63,0.97,127.6
2011,Wisconsin,,55,2,3,Physical Therapists,N/A,N/A,N/A,171.4,0,171.4
2011,Wisconsin,,55,2,3,Psychologists,N/A,N/A,N/A,728.25,3.36,731.61
2011,Wisconsin,,55,2,3,Social Workers,N/A,N/A,N/A,288.79,3.54,292.33
2011,Wisconsin,,55,2,3,Speech-Language Pathologists,N/A,N/A,N/A,1650,3.48,1653.48
2011,Wisconsin,,55,2,3,Special Education Paraprofessionals for Ages 3-5,152.02,0,152.02,N/A,N/A,N/A
2011,Wisconsin,,55,2,3,Special Education Paraprofessionals for Ages 6-21,6301.68,21.11,6322.79,N/A,N/A,N/A
2011,Wisconsin,,55,2,3,Special Education Teachers for Ages 3-5,602.64,5.35,607.99,N/A,N/A,N/A
2011,Wisconsin,,55,2,3,Special Education Teachers for Ages 6-21,7454.72,145.2,7599.92,N/A,N/A,N/A
2011,Wisconsin,,55,2,3,Total Special Education Paraprofessionals,6453.7,21.11,6474.81,N/A,N/A,N/A
2011,Wisconsin,,55,2,3,Total Special Education Teachers,8057.36,150.55,8207.91,N/A,N/A,N/A
2011,Wyoming,,56,4,8,Audiologists,N/A,N/A,N/A,1.27,1,2.27
2011,Wyoming,,56,4,8,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,15.16,2.74,17.9
2011,Wyoming,,56,4,8,Interpreters,N/A,N/A,N/A,3.75,1,4.75
2011,Wyoming,,56,4,8,Medical/Nursing Service Staff,N/A,N/A,N/A,7.37,0.68,8.05
2011,Wyoming,,56,4,8,Occupational Therapists,N/A,N/A,N/A,39.83,5.26,45.09
2011,Wyoming,,56,4,8,Orientation and Mobility Specialists,N/A,N/A,N/A,0.25,0,0.25
2011,Wyoming,,56,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,7.47,2.67,10.14
2011,Wyoming,,56,4,8,Physical Therapists,N/A,N/A,N/A,13.2,0,13.2
2011,Wyoming,,56,4,8,Psychologists,N/A,N/A,N/A,11.42,2.67,14.09
2011,Wyoming,,56,4,8,Social Workers,N/A,N/A,N/A,24.2,1.47,25.67
2011,Wyoming,,56,4,8,Speech-Language Pathologists,N/A,N/A,N/A,87.51,5.79,93.3
2011,Wyoming,,56,4,8,Special Education Paraprofessionals for Ages 3-5,122.04,50.75,172.79,N/A,N/A,N/A
2011,Wyoming,,56,4,8,Special Education Paraprofessionals for Ages 6-21,925.39,529.48,1454.87,N/A,N/A,N/A
2011,Wyoming,,56,4,8,Special Education Teachers for Ages 3-5,84.1,16.08,100.18,N/A,N/A,N/A
2011,Wyoming,,56,4,8,Special Education Teachers for Ages 6-21,624.42,26.31,650.73,N/A,N/A,N/A
2011,Wyoming,,56,4,8,Total Special Education Paraprofessionals,1047.43,580.23,1627.66,N/A,N/A,N/A
2011,Wyoming,,56,4,8,Total Special Education Teachers,708.52,42.39,750.91,N/A,N/A,N/A
2011,U.S. and Outlying Areas,US_OT,,,,Audiologists,N/A,N/A,N/A,1354.83,30.44,1385.27
2011,U.S. and Outlying Areas,US_OT,,,,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,14910.95,421.66,15332.61
2011,U.S. and Outlying Areas,US_OT,,,,Interpreters,N/A,N/A,N/A,6022.51,624.89,6647.4
2011,U.S. and Outlying Areas,US_OT,,,,Medical/Nursing Service Staff,N/A,N/A,N/A,15325.18,397.62,15722.8
2011,U.S. and Outlying Areas,US_OT,,,,Occupational Therapists,N/A,N/A,N/A,19664.2,379.07,20043.27
2011,U.S. and Outlying Areas,US_OT,,,,Orientation and Mobility Specialists,N/A,N/A,N/A,1432.7,65.18,1497.88
2011,U.S. and Outlying Areas,US_OT,,,,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,14485.71,171.46,14657.17
2011,U.S. and Outlying Areas,US_OT,,,,Physical Therapists,N/A,N/A,N/A,8129.5,125.59,8255.09
2011,U.S. and Outlying Areas,US_OT,,,,Psychologists,N/A,N/A,N/A,33147.42,318.65,33466.07
2011,U.S. and Outlying Areas,US_OT,,,,Social Workers,N/A,N/A,N/A,17269.13,270.75,17539.88
2011,U.S. and Outlying Areas,US_OT,,,,Speech-Language Pathologists,N/A,N/A,N/A,62993.84,1030.17,64024.01
2011,U.S. and Outlying Areas,US_OT,,,,Special Education Paraprofessionals for Ages 3-5,44293.08,1845.13,46138.21,N/A,N/A,N/A
2011,U.S. and Outlying Areas,US_OT,,,,Special Education Paraprofessionals for Ages 6-21,401176.43,10579.22,411755.65,N/A,N/A,N/A
2011,U.S. and Outlying Areas,US_OT,,,,Special Education Teachers for Ages 3-5,39498.42,1704.59,41203.01,N/A,N/A,N/A
2011,U.S. and Outlying Areas,US_OT,,,,Special Education Teachers for Ages 6-21,347091.22,17537.46,364628.68,N/A,N/A,N/A
2011,U.S. and Outlying Areas,US_OT,,,,Total Special Education Paraprofessionals,445469.51,12424.35,457893.86,N/A,N/A,N/A
2011,U.S. and Outlying Areas,US_OT,,,,Total Special Education Teachers,386589.64,19242.05,405831.69,N/A,N/A,N/A
