Extraction Date:,6/6/2016,,,,,,,,
Updated:,,,,,,,,,
Revised:,,,,,,,,,
,,,,,,,,,
Year,State,Personnel Type,"Teachers Highly Qualified/Paraprofessionals Qualified","Teachers Not Highly Qualified/Paraprofessionals Not Qualified",Teachers/Paraprofessionals Total,Fully Certified,Not Fully Certified,Fully Certified/Not Fully Certified Total,
2014,Wyoming,Interpreters,-,-,-,3.52,1,4.52,
2014,Wyoming,Medical / Nursing Service Staff,-,-,-,6.82,0,6.82,
2014,Wyoming,Occupational Therapists,-,-,-,42.53,4,46.53,
2014,Wyoming,Orientation and Mobility Specialists,-,-,-,0,0,0,
2014,Wyoming,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,8.56,1.45,10.01,
2014,Wyoming,Physical Therapists,-,-,-,21.41,1.5,22.91,
2014,Wyoming,Psychologists,-,-,-,12.26,1.71,13.97,
2014,Wyoming,Social Workers,-,-,-,25.07,2.01,27.08,
2014,Wyoming,Speech-Language Pathologists,-,-,-,79.09,10.21,89.3,
,,,,,,,,,
 -------------------,,,,,,,,,
 -  Data not available.,,,,,,,,,
* Data flagged due to questionable data quality,,,,,,,,,
