Year,State,Nation_ID,State_ID,Region_ID,Division_ID,Personnel Type,Employed and Certified,Employed but not Certified,Total Employed
2005,Utah                     ,,49,4,8,Occupational therapists                      ,55,7,62
2005,Utah                     ,,49,4,8,Audiologists                                 ,24,8,32
2005,Utah                     ,,49,4,8,Teacher aides                                ,42,"3,250.00","3,292.00"
2005,Utah                     ,,49,4,8,Recreation specialists                       ,3,0,3
2005,Utah                     ,,49,4,8,Diagnostic & evaluation staff                ,11,1,12
2005,Utah                     ,,49,4,8,Physical therapists                          ,26,5,32
2005,Utah                     ,,49,4,8,Counselors                                   ,28,0,28
2005,Utah                     ,,49,4,8,Speech pathologists                          ,414,46,460
2005,Utah                     ,,49,4,8,Supervisors/administrators                   ,151,1,152
2005,Utah                     ,,49,4,8,Supervisors/administrators (SEA)             ,7,0,7
2005,Utah                     ,,49,4,8,Interpreters                                 ,76,18,94
2005,Utah                     ,,49,4,8,Rehabilitation counselors                    ,0,0,0
2005,Utah                     ,,49,4,8,Other professional staff                     ,454,4,458
2005,Utah                     ,,49,4,8,Non-professional staff                       ,21,6,27
2005,Utah                     ,,49,4,8,Total                                        ,"1,586.00","3,380.00","4,967.00"
2005,Vermont                  ,,50,1,1,Special ed teachers for 3-5                  ,102,9,111
2005,Vermont                  ,,50,1,1,Special ed teachers for 6-21                 ,984,47,"1,031.00"
2005,Vermont                  ,,50,1,1,Vocational education teachers                ,6,0,6
2005,Vermont                  ,,50,1,1,Physical education teachers                  ,7,0,7
2005,Vermont                  ,,50,1,1,Work-study coordinators                      ,8,0,8
2005,Vermont                  ,,50,1,1,Psychologists                                ,50,1,51
2005,Vermont                  ,,50,1,1,School social workers                        ,46,1,47
2005,Vermont                  ,,50,1,1,Occupational therapists                      ,39,2,41
2005,Vermont                  ,,50,1,1,Audiologists                                 ,3,0,3
2005,Vermont                  ,,50,1,1,Teacher aides                                ,"3,279.00",0,"3,279.00"
2005,Vermont                  ,,50,1,1,Recreation specialists                       ,0,0,0
2005,Vermont                  ,,50,1,1,Diagnostic & evaluation staff                ,27,0,27
2005,Vermont                  ,,50,1,1,Physical therapists                          ,15,0,15
2005,Vermont                  ,,50,1,1,Counselors                                   ,33,1,34
2005,Vermont                  ,,50,1,1,Speech pathologists                          ,228,11,238
2005,Vermont                  ,,50,1,1,Supervisors/administrators                   ,85,6,91
2005,Vermont                  ,,50,1,1,Supervisors/administrators (SEA)             ,0,0,0
2005,Vermont                  ,,50,1,1,Interpreters                                 ,12,4,16
2005,Vermont                  ,,50,1,1,Rehabilitation counselors                    ,0,0,0
2005,Vermont                  ,,50,1,1,Other professional staff                     ,49,4,53
2005,Vermont                  ,,50,1,1,Non-professional staff                       ,47,3,50
2005,Vermont                  ,,50,1,1,Total                                        ,"3,935.00",32,"3,967.00"
2005,Virgin Islands           ,,78,,,Special ed teachers for 3-5                  ,80,72,152
2005,Virgin Islands           ,,78,,,Special ed teachers for 6-21                 ,80,72,152
2005,Virgin Islands           ,,78,,,Vocational education teachers                ,5,1,6
2005,Virgin Islands           ,,78,,,Physical education teachers                  ,2,1,3
2005,Virgin Islands           ,,78,,,Work-study coordinators                      ,0,0,0
2005,Virgin Islands           ,,78,,,Psychologists                                ,9,1,10
2005,Virgin Islands           ,,78,,,School social workers                        ,0,10,10
2005,Virgin Islands           ,,78,,,Occupational therapists                      ,          N/V,          N/V,          N/V
2005,Virgin Islands           ,,78,,,Audiologists                                 ,0,0,0
2005,Virgin Islands           ,,78,,,Teacher aides                                ,48,76,124
2005,Virgin Islands           ,,78,,,Recreation specialists                       ,0,0,0
2005,Virgin Islands           ,,78,,,Diagnostic & evaluation staff                ,0,2,2
2005,Virgin Islands           ,,78,,,Physical therapists                          ,2,0,2
2005,Virgin Islands           ,,78,,,Counselors                                   ,0,0,0
2005,Virgin Islands           ,,78,,,Speech pathologists                          ,10,4,14
2005,Virgin Islands           ,,78,,,Supervisors/administrators                   ,9,4,13
2005,Virgin Islands           ,,78,,,Supervisors/administrators (SEA)             ,4,0,4
2005,Virgin Islands           ,,78,,,Interpreters                                 ,1,1,2
2005,Virgin Islands           ,,78,,,Rehabilitation counselors                    ,0,0,0
2005,Virgin Islands           ,,78,,,Other professional staff                     ,3,11,14
2005,Virgin Islands           ,,78,,,Non-professional staff                       ,6,9,15
2005,Virgin Islands           ,,78,,,Total                                        ,99,120,219
2005,Virginia                 ,,51,3,5,Special ed teachers for 3-5                  ,"1,329.00",53,"1,382.00"
2005,Virginia                 ,,51,3,5,Special ed teachers for 6-21                 ,"13,267.00",661,"13,928.00"
2005,Virginia                 ,,51,3,5,Vocational education teachers                ,365,7,372
2005,Virginia                 ,,51,3,5,Physical education teachers                  ,281,5,286
2005,Virginia                 ,,51,3,5,Work-study coordinators                      ,51,2,53
2005,Virginia                 ,,51,3,5,Psychologists                                ,656,7,663
2005,Virginia                 ,,51,3,5,School social workers                        ,477,9,486
2005,Virginia                 ,,51,3,5,Occupational therapists                      ,191,121,312
2005,Virginia                 ,,51,3,5,Audiologists                                 ,26,18,44
2005,Virginia                 ,,51,3,5,Teacher aides                                ,"1,611.00","8,682.00","10,293.00"
2005,Virginia                 ,,51,3,5,Recreation specialists                       ,3,0,3
2005,Virginia                 ,,51,3,5,Diagnostic & evaluation staff                ,146,61,207
2005,Virginia                 ,,51,3,5,Physical therapists                          ,79,56,135
2005,Virginia                 ,,51,3,5,Counselors                                   ,372,65,437
2005,Virginia                 ,,51,3,5,Speech pathologists                          ,0,0,0
2005,Virginia                 ,,51,3,5,Supervisors/administrators                   ,582,19,601
2005,Virginia                 ,,51,3,5,Supervisors/administrators (SEA)             ,0,0,0
2005,Virginia                 ,,51,3,5,Interpreters                                 ,135,168,303
2005,Virginia                 ,,51,3,5,Rehabilitation counselors                    ,2,0,2
2005,Virginia                 ,,51,3,5,Other professional staff                     ,"3,247.00",90,"3,337.00"
2005,Virginia                 ,,51,3,5,Non-professional staff                       ,62,642,704
2005,Virginia                 ,,51,3,5,Total                                        ,"8,286.00","9,952.00","18,238.00"
2005,Washington               ,,53,4,9,Special ed teachers for 3-5                  ,548,12,561
2005,Washington               ,,53,4,9,Special ed teachers for 6-21                 ,"5,096.00",164,"5,260.00"
2005,Washington               ,,53,4,9,Vocational education teachers                ,143,7,150
2005,Washington               ,,53,4,9,Physical education teachers                  ,44,1,45
2005,Washington               ,,53,4,9,Work-study coordinators                      ,46,2,48
2005,Washington               ,,53,4,9,Psychologists                                ,"1,008.00",10,"1,018.00"
2005,Washington               ,,53,4,9,School social workers                        ,86,0,86
2005,Washington               ,,53,4,9,Occupational therapists                      ,422,3,425
2005,Washington               ,,53,4,9,Audiologists                                 ,28,0,28
2005,Washington               ,,53,4,9,Teacher aides                                ,"6,672.00",0,"6,672.00"
2005,Washington               ,,53,4,9,Recreation specialists                       ,0,0,0
2005,Washington               ,,53,4,9,Diagnostic & evaluation staff                ,0,0,0
2005,Washington               ,,53,4,9,Physical therapists                          ,172,0,172
2005,Washington               ,,53,4,9,Counselors                                   ,245,4,248
2005,Washington               ,,53,4,9,Speech pathologists                          ,"1,072.00",17,"1,089.00"
2005,Washington               ,,53,4,9,Supervisors/administrators                   ,651,5,656
2005,Washington               ,,53,4,9,Supervisors/administrators (SEA)             ,17,0,17
2005,Washington               ,,53,4,9,Interpreters                                 ,210,0,210
2005,Washington               ,,53,4,9,Rehabilitation counselors                    ,          N/V,          N/V,0
2005,Washington               ,,53,4,9,Other professional staff                     ,255,5,260
2005,Washington               ,,53,4,9,Non-professional staff                       ,128,2,130
2005,Washington               ,,53,4,9,Total                                        ,"11,199.00",55,"11,254.00"
2005,West Virginia            ,,54,3,5,Special ed teachers for 3-5                  ,212,32,244
2005,West Virginia            ,,54,3,5,Special ed teachers for 6-21                 ,"2,421.00",436,"2,856.00"
2005,West Virginia            ,,54,3,5,Vocational education teachers                ,31,5,36
2005,West Virginia            ,,54,3,5,Physical education teachers                  ,14,0,14
2005,West Virginia            ,,54,3,5,Work-study coordinators                      ,14,0,14
2005,West Virginia            ,,54,3,5,Psychologists                                ,126,4,131
2005,West Virginia            ,,54,3,5,School social workers                        ,3,0,3
2005,West Virginia            ,,54,3,5,Occupational therapists                      ,61,0,61
2005,West Virginia            ,,54,3,5,Audiologists                                 ,9,0,9
2005,West Virginia            ,,54,3,5,Teacher aides                                ,"1,635.00",4,"1,639.00"
2005,West Virginia            ,,54,3,5,Recreation specialists                       ,0,0,0
2005,West Virginia            ,,54,3,5,Diagnostic & evaluation staff                ,105,0,105
2005,West Virginia            ,,54,3,5,Physical therapists                          ,42,0,42
2005,West Virginia            ,,54,3,5,Counselors                                   ,12,0,12
2005,West Virginia            ,,54,3,5,Speech pathologists                          ,494,21,514
2005,West Virginia            ,,54,3,5,Supervisors/administrators                   ,77,3,80
2005,West Virginia            ,,54,3,5,Supervisors/administrators (SEA)             ,3,0,3
2005,West Virginia            ,,54,3,5,Interpreters                                 ,84,4,88
2005,West Virginia            ,,54,3,5,Rehabilitation counselors                    ,0,0,0
2005,West Virginia            ,,54,3,5,Other professional staff                     ,140,0,140
2005,West Virginia            ,,54,3,5,Non-professional staff                       ,671,2,673
2005,West Virginia            ,,54,3,5,Total                                        ,"3,519.00",43,"3,562.00"
2005,Wisconsin                ,,55,2,3,Special ed teachers for 3-5                  ,694,5,699
2005,Wisconsin                ,,55,2,3,Special ed teachers for 6-21                 ,"7,660.00",95,"7,755.00"
2005,Wisconsin                ,,55,2,3,Vocational education teachers                ,22,0,22
2005,Wisconsin                ,,55,2,3,Physical education teachers                  ,129,1,130
2005,Wisconsin                ,,55,2,3,Work-study coordinators                      ,          N/V,          N/V,          N/V
2005,Wisconsin                ,,55,2,3,Psychologists                                ,661,2,663
2005,Wisconsin                ,,55,2,3,School social workers                        ,306,2,309
2005,Wisconsin                ,,55,2,3,Occupational therapists                      ,437,0,437
2005,Wisconsin                ,,55,2,3,Audiologists                                 ,17,0,17
2005,Wisconsin                ,,55,2,3,Teacher aides                                ,"5,813.00",71,"5,884.00"
2005,Wisconsin                ,,55,2,3,Recreation specialists                       ,          N/V,          N/V,          N/V
2005,Wisconsin                ,,55,2,3,Diagnostic & evaluation staff                ,324,3,327
2005,Wisconsin                ,,55,2,3,Physical therapists                          ,214,1,215
2005,Wisconsin                ,,55,2,3,Counselors                                   ,176,1,177
2005,Wisconsin                ,,55,2,3,Speech pathologists                          ,"1,698.00",5,"1,703.00"
2005,Wisconsin                ,,55,2,3,Supervisors/administrators                   ,306,9,315
2005,Wisconsin                ,,55,2,3,Supervisors/administrators (SEA)             ,33,0,33
2005,Wisconsin                ,,55,2,3,Interpreters                                 ,211,3,214
2005,Wisconsin                ,,55,2,3,Rehabilitation counselors                    ,          N/V,          N/V,          N/V
2005,Wisconsin                ,,55,2,3,Other professional staff                     ,90,0,90
2005,Wisconsin                ,,55,2,3,Non-professional staff                       ,          N/V,          N/V,          N/V
2005,Wisconsin                ,,55,2,3,Total                                        ,"10,436.00",98,"10,535.00"
2005,Wyoming                  ,,56,4,8,Special ed teachers for 3-5                  ,51,21,72
2005,Wyoming                  ,,56,4,8,Special ed teachers for 6-21                 ,729,72,801
2005,Wyoming                  ,,56,4,8,Vocational education teachers                ,0,0,0
2005,Wyoming                  ,,56,4,8,Physical education teachers                  ,15,7,22
2005,Wyoming                  ,,56,4,8,Work-study coordinators                      ,0,0,0
2005,Wyoming                  ,,56,4,8,Psychologists                                ,59,11,70
2005,Wyoming                  ,,56,4,8,School social workers                        ,2,7,9
2005,Wyoming                  ,,56,4,8,Occupational therapists                      ,46,14,60
2005,Wyoming                  ,,56,4,8,Audiologists                                 ,5,1,5
2005,Wyoming                  ,,56,4,8,Teacher aides                                ,993,27,"1,020.00"
2005,Wyoming                  ,,56,4,8,Recreation specialists                       ,0,0,0
2005,Wyoming                  ,,56,4,8,Diagnostic & evaluation staff                ,15,4,19
2005,Wyoming                  ,,56,4,8,Physical therapists                          ,16,0,16
2005,Wyoming                  ,,56,4,8,Counselors                                   ,0,0,0
2005,Wyoming                  ,,56,4,8,Speech pathologists                          ,169,6,175
2005,Wyoming                  ,,56,4,8,Supervisors/administrators                   ,60,7,66
2005,Wyoming                  ,,56,4,8,Supervisors/administrators (SEA)             ,8,0,8
2005,Wyoming                  ,,56,4,8,Interpreters                                 ,13,2,15
2005,Wyoming                  ,,56,4,8,Rehabilitation counselors                    ,1,0,1
2005,Wyoming                  ,,56,4,8,Other professional staff                     ,52,18,70
2005,Wyoming                  ,,56,4,8,Non-professional staff                       ,52,4,56
2005,Wyoming                  ,,56,4,8,Total                                        ,"1,506.00",107,"1,612.00"
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Special ed teachers for 3-5,41513,5099,46611
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Special ed teachers for 6-21,380833,40499,421337
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Vocational education teachers,4239,581,4818
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Physical education teachers,7638,667,8303
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Work-study coordinators,2195,207,2402
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Psychologists,29587,954,30540
2005,"50 states, D.C. (including BIE schools)",US_National,,,,School social workers,17652,1636,19287
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Occupational therapists,14987,1493,16479
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Audiologists,1304,155,1458
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Teacher aides,334730,57821,392551
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Recreation specialists,333,47,380
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Diagnostic & evaluation staff,8305,1012,9316
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Physical therapists,7028,557,7588
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Counselors,16903,765,17666
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Speech pathologists,44734,2272,47002
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Supervisors/administrators,19712,1102,20813
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Supervisors/administrators (SEA),1118,4,1122
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Interpreters,5360,1481,6841
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Rehabilitation counselors,228,17,245
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Other professional staff,58512,5394,63904
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Non-professional staff,39975,4794,44767
2005,"50 states, D.C. (including BIE schools)",US_National,,,,Total,614524,80942,695466
2005,U.S. and Outlying Areas,US_OT,,,,Special ed teachers for 3-5,"41,711.00","5,176.00","46,886.00"
2005,U.S. and Outlying Areas,US_OT,,,,Special ed teachers for 6-21,"385,759.00","40,733.00","426,497.00"
2005,U.S. and Outlying Areas,US_OT,,,,Vocational education teachers,"4,430.00",589,"5,017.00"
2005,U.S. and Outlying Areas,US_OT,,,,Physical education teachers,"7,782.00",671,"8,451.00"
2005,U.S. and Outlying Areas,US_OT,,,,Work-study coordinators,"2,199.00",207,"2,406.00"
2005,U.S. and Outlying Areas,US_OT,,,,Psychologists,"29,614.00",955,"30,568.00"
2005,U.S. and Outlying Areas,US_OT,,,,School social workers,"17,787.00","1,646.00","19,432.00"
2005,U.S. and Outlying Areas,US_OT,,,,Occupational therapists,"15,010.00","1,493.00","16,502.00"
2005,U.S. and Outlying Areas,US_OT,,,,Audiologists,"1,306.00",155,"1,460.00"
2005,U.S. and Outlying Areas,US_OT,,,,Teacher aides,"338,095.00","58,030.00","396,125.00"
2005,U.S. and Outlying Areas,US_OT,,,,Recreation specialists,337,47,384
2005,U.S. and Outlying Areas,US_OT,,,,Diagnostic & evaluation staff,"8,352.00","1,016.00","9,367.00"
2005,U.S. and Outlying Areas,US_OT,,,,Physical therapists,"7,038.00",557,"7,598.00"
2005,U.S. and Outlying Areas,US_OT,,,,Counselors,"16,919.00",766,"17,683.00"
2005,U.S. and Outlying Areas,US_OT,,,,Speech pathologists,"44,789.00","2,276.00","47,061.00"
2005,U.S. and Outlying Areas,US_OT,,,,Supervisors/administrators,"19,893.00","1,106.00","20,998.00"
2005,U.S. and Outlying Areas,US_OT,,,,Supervisors/administrators (SEA),"1,228.00",4,"1,232.00"
2005,U.S. and Outlying Areas,US_OT,,,,Interpreters,"5,367.00","1,482.00","6,849.00"
2005,U.S. and Outlying Areas,US_OT,,,,Rehabilitation counselors,228,17,245
2005,U.S. and Outlying Areas,US_OT,,,,Other professional staff,"58,585.00","5,418.00","64,001.00"
2005,U.S. and Outlying Areas,US_OT,,,,Non-professional staff,"40,411.00","4,806.00","45,215.00"
2005,U.S. and Outlying Areas,US_OT,,,,Total,"619,354.00","81,224.00","700,578.00"
